date,T2M,RH2M,WS2M,WD2M,ALLSKY_KT,GWETTOP,EVLAND,PS,PRECIPITATIONCAL,MEI,PC1,PC2,amplitude
20160907,25.26,69.38,3.09,311.06,0.62,0.58,42.01,96.01,0.0,-0.34,0.23909,0.11186,0.26396
20160908,25.64,72.62,2.53,315.44,0.61,0.57,37.22,96.0,0.14,-0.34,0.12233,0.17927,0.21704
20160909,25.83,75.5,2.67,322.06,0.35,0.57,27.97,96.04,1.66,-0.34,0.02019,0.25289,0.25370
20160910,25.43,79.56,2.91,312.19,0.19,0.6,29.31,95.97,5.43,-0.34,-0.06526,0.32763,0.33406
20160911,25.32,80.38,2.63,308.94,0.27,0.59,27.95,95.84,1.35,-0.34,-0.13284,0.39802,0.41961
20160912,24.28,85.5,3.15,312.25,0.3,0.68,24.74,95.82,12.94,-0.34,-0.18228,0.45851,0.49342
20160913,24.07,90.19,3.99,316.56,0.28,0.77,31.73,95.75,7.21,-0.34,-0.21422,0.50371,0.54737
20160914,24.87,90.06,2.98,277.69,0.34,0.78,33.73,95.72,15.44,-0.34,-0.23008,0.52885,0.57673
20160915,25.44,89.0,2.41,130.56,0.28,0.76,40.88,95.57,6.38,-0.34,-0.23194,0.53025,0.57876
20160916,25.27,91.38,1.19,267.06,0.49,0.73,25.35,95.54,4.53,-0.34,-0.22229,0.50578,0.55248
20160917,25.83,83.25,2.82,225.31,0.3,0.71,59.97,95.64,5.63,-0.34,-0.20378,0.45523,0.49876
20160918,25.1,82.69,3.18,229.56,0.47,0.75,56.97,95.82,2.27,-0.34,-0.17906,0.38047,0.42050
20160919,25.15,84.12,3.27,256.44,0.36,0.73,63.26,95.83,0.32,-0.34,-0.15079,0.28540,0.32279
20160920,25.4,88.06,2.62,314.19,0.39,0.73,41.24,95.68,8.06,-0.34,-0.12163,0.17570,0.21370
20160921,25.26,90.69,1.79,236.75,0.41,0.84,34.01,95.76,28.69,-0.34,-0.09443,0.05834,0.11100
20160922,25.33,89.94,2.33,225.12,0.41,0.84,42.68,95.76,25.19,-0.34,-0.07223,-0.05902,0.09328
20160923,25.1,90.94,2.18,333.19,0.24,0.91,40.94,95.54,63.17,-0.34,-0.05815,-0.16864,0.17838
20160924,25.02,92.5,2.22,223.0,0.25,0.96,31.08,95.34,60.21,-0.34,-0.05514,-0.26327,0.26898
20160925,25.43,88.94,2.67,316.25,0.25,0.91,58.13,95.49,12.77,-0.34,-0.06553,-0.33671,0.34303
20160926,25.61,88.31,2.84,302.19,0.37,0.88,59.9,95.71,12.55,-0.34,-0.09069,-0.38423,0.39478
20160927,25.05,89.94,2.55,316.75,0.36,0.88,38.31,95.8,8.29,-0.34,-0.13070,-0.40287,0.42354
20160928,25.47,84.12,2.55,317.94,0.53,0.84,64.3,95.77,0.01,-0.34,-0.18432,-0.39175,0.43295
20160929,25.5,85.0,2.7,311.19,0.55,0.84,64.45,95.73,0.62,-0.34,-0.24909,-0.35218,0.43137
20160930,24.4,89.62,2.92,307.56,0.24,0.84,39.12,95.68,2.3,-0.34,-0.32163,-0.28768,0.43151
20161001,24.48,92.0,2.81,285.56,0.35,0.88,34.78,95.64,5.22,-0.60,-0.39808,-0.20382,0.44723
20161002,25.26,86.75,2.34,218.25,0.41,0.86,63.08,95.86,1.41,-0.60,-0.47454,-0.10806,0.48669
20161003,25.15,85.62,2.0,205.69,0.57,0.84,61.32,95.92,0.0,-0.60,-0.54750,-0.00926,0.54758
20161004,25.09,84.19,2.09,235.12,0.59,0.83,64.22,95.97,0.01,-0.60,-0.61420,0.08268,0.61974
20161005,24.94,84.69,2.39,271.81,0.53,0.82,62.28,95.93,0.0,-0.60,-0.67271,0.15729,0.69086
20161006,24.54,85.0,2.72,289.75,0.5,0.81,57.07,95.99,0.3,-0.60,-0.72168,0.20414,0.75000
20161007,24.62,87.75,2.15,299.88,0.5,0.84,47.34,95.97,26.53,-0.60,-0.75925,0.21390,0.78880
20161008,24.66,89.0,2.39,293.0,0.22,0.88,47.63,95.97,20.73,-0.60,-0.78101,0.18122,0.80176
20161009,24.68,88.0,2.57,297.62,0.3,0.85,50.12,95.95,2.46,-0.60,-0.77835,0.11079,0.78620
20161010,24.74,86.19,2.29,315.56,0.57,0.83,58.93,95.99,0.0,-0.60,-0.74182,0.02207,0.74215
20161011,24.8,83.81,1.98,332.5,0.61,0.82,61.46,96.03,0.0,-0.60,-0.66952,-0.05926,0.67214
20161012,24.05,80.19,1.42,253.12,0.64,0.81,61.6,96.12,0.0,-0.60,-0.56882,-0.11773,0.58088
20161013,23.27,75.94,1.42,35.88,0.68,0.8,60.1,96.22,0.0,-0.60,-0.45008,-0.15116,0.47478
20161014,22.76,73.5,1.34,51.19,0.69,0.8,59.68,96.28,0.01,-0.60,-0.32273,-0.16304,0.36158
20161015,22.61,67.88,1.11,65.56,0.7,0.79,59.71,96.33,0.0,-0.60,-0.19497,-0.15693,0.25028
20161016,23.27,66.94,1.27,120.5,0.67,0.78,60.9,96.36,0.0,-0.60,-0.07401,-0.13474,0.15373
20161017,23.24,67.5,1.22,57.81,0.7,0.77,60.88,96.27,0.0,-0.60,0.03401,-0.09690,0.10269
20161018,21.94,69.75,1.5,117.0,0.69,0.77,60.67,96.2,0.0,-0.60,0.12438,-0.04298,0.13160
20161019,23.19,62.44,1.09,64.62,0.68,0.76,58.26,96.13,0.0,-0.60,0.19408,0.02757,0.19603
20161020,22.51,67.56,1.31,138.19,0.66,0.75,57.75,96.03,0.0,-0.60,0.24200,0.11481,0.26785
20161021,22.19,67.19,1.43,132.75,0.66,0.75,56.58,96.12,0.0,-0.60,0.25531,0.23329,0.34584
20161022,22.3,64.56,1.35,40.06,0.67,0.74,55.72,96.28,0.0,-0.60,0.23473,0.36513,0.43407
20161023,23.1,61.81,0.91,128.38,0.66,0.73,52.02,96.32,0.0,-0.60,0.18154,0.50146,0.53331
20161024,22.17,71.56,1.38,320.38,0.59,0.73,49.85,96.27,0.0,-0.60,0.09952,0.63239,0.64017
20161025,21.55,74.38,1.61,220.0,0.59,0.72,51.94,96.21,0.01,-0.60,-0.00529,0.74780,0.74782
20161026,21.39,75.25,1.55,148.75,0.63,0.71,49.06,96.3,0.0,-0.60,-0.12491,0.83807,0.84733
20161027,21.13,72.88,2.14,81.88,0.66,0.7,51.95,96.44,0.0,-0.60,-0.25001,0.89482,0.92909
20161028,20.79,73.88,1.59,36.0,0.66,0.69,46.69,96.35,0.0,-0.60,-0.37054,0.91155,0.98399
20161029,22.52,79.19,1.55,39.25,0.48,0.69,37.98,96.3,0.0,-0.60,-0.47647,0.88415,1.00437
20161030,23.05,83.0,2.12,48.62,0.5,0.68,34.93,96.41,0.0,-0.60,-0.55851,0.81122,0.98489
20161031,22.66,78.0,1.98,48.44,0.59,0.67,44.57,96.63,0.0,-0.60,-0.60884,0.69415,0.92332
20161101,21.59,77.19,1.84,36.44,0.59,0.66,41.13,96.56,0.0,-0.51,-0.62164,0.53709,0.82153
20161102,21.21,74.75,1.48,33.56,0.62,0.66,39.67,96.5,0.0,-0.51,-0.59359,0.34664,0.68739
20161103,21.62,75.06,1.34,27.69,0.62,0.65,38.31,96.48,0.0,-0.51,-0.52405,0.13143,0.54028
20161104,21.67,77.06,1.76,211.06,0.62,0.65,36.92,96.29,0.0,-0.51,-0.41516,-0.09847,0.42668
20161105,22.4,74.94,1.62,243.06,0.55,0.64,35.67,96.15,0.0,-0.51,-0.27167,-0.33221,0.42915
20161106,22.37,75.06,1.52,122.5,0.58,0.63,33.45,96.3,0.0,-0.51,-0.10054,-0.55880,0.56777
20161107,21.05,59.38,1.8,121.25,0.64,0.62,37.98,96.51,0.08,-0.51,0.08949,-0.76776,0.77296
20161108,20.88,58.62,1.33,126.31,0.66,0.62,34.25,96.54,0.0,-0.51,0.28861,-0.94975,0.99264
20161109,20.56,57.0,1.3,80.12,0.68,0.62,34.06,96.62,0.0,-0.51,0.48659,-1.09705,1.20012
20161110,20.33,57.0,1.09,105.25,0.65,0.61,29.96,96.54,0.0,-0.51,0.67349,-1.20388,1.37946
20161111,19.37,59.44,1.27,108.88,0.62,0.61,28.59,96.5,0.0,-0.51,0.74752,-1.32936,1.52512
20161112,19.4,62.25,1.3,72.88,0.6,0.6,26.77,96.59,0.0,-0.51,0.79189,-1.42041,1.62624
20161113,20.63,64.69,0.99,70.38,0.56,0.6,25.08,96.66,0.0,-0.51,0.81210,-1.46943,1.67891
20161114,21.68,71.94,0.95,102.44,0.56,0.59,24.9,96.58,0.0,-0.51,0.81599,-1.47114,1.68229
20161115,21.85,76.44,1.3,63.0,0.51,0.59,21.75,96.54,0.0,-0.51,0.81300,-1.42267,1.63858
20161116,21.72,76.75,1.87,49.12,0.57,0.59,21.71,96.59,0.0,-0.51,0.81355,-1.32290,1.55303
20161117,20.26,71.88,1.91,45.62,0.56,0.58,23.81,96.66,0.0,-0.51,0.82810,-1.17042,1.43375
20161118,19.39,63.06,1.89,41.81,0.59,0.58,23.38,96.55,0.03,-0.51,0.86460,-0.95940,1.29151
20161119,19.05,63.56,1.48,81.81,0.63,0.58,14.6,96.43,0.02,-0.51,0.91730,-0.67624,1.13963
20161120,20.44,56.44,1.18,112.12,0.66,0.57,23.8,96.44,0.0,-0.51,0.93898,-0.32507,0.99366
20161121,20.44,56.88,1.32,83.25,0.7,0.56,24.71,96.46,0.0,-0.51,0.87045,0.01003,0.87050
20161122,20.4,58.62,1.42,73.06,0.7,0.55,23.52,96.43,0.0,-0.51,0.74319,0.25386,0.78535
20161123,20.33,54.38,1.51,84.94,0.7,0.55,23.52,96.4,0.0,-0.51,0.61460,0.42199,0.74552
20161124,19.94,56.25,1.68,74.38,0.69,0.55,21.7,96.47,0.0,-0.51,0.50919,0.54408,0.74518
20161125,19.8,60.5,1.77,58.56,0.71,0.54,20.65,96.45,0.0,-0.51,0.43323,0.63443,0.76824
20161126,20.84,51.06,1.58,143.06,0.71,0.52,20.48,96.47,0.0,-0.51,0.38597,0.69737,0.79706
20161127,21.58,47.75,1.8,119.88,0.72,0.52,20.65,96.47,0.0,-0.51,0.36309,0.73325,0.81823
20161128,21.67,48.06,1.6,138.5,0.72,0.5,19.7,96.45,0.0,-0.51,0.35802,0.74160,0.82349
20161129,21.87,48.19,1.31,109.5,0.66,0.48,18.26,96.51,0.0,-0.51,0.36279,0.72267,0.80862
20161130,21.23,52.88,1.56,81.06,0.68,0.47,16.65,96.58,0.0,-0.51,0.36896,0.67816,0.77203
20161201,21.65,56.94,1.64,70.06,0.5,0.46,13.47,96.53,0.13,-0.34,0.36836,0.61135,0.71375
20161202,21.63,62.31,1.95,62.69,0.61,0.46,12.67,96.57,0.0,-0.34,0.35396,0.52697,0.63481
20161203,22.51,72.25,2.01,78.88,0.5,0.45,10.92,96.68,0.0,-0.34,0.32046,0.43080,0.53692
20161204,22.93,66.81,2.12,62.5,0.59,0.45,12.12,96.76,0.0,-0.34,0.26478,0.32917,0.42245
20161205,21.56,58.38,1.73,49.12,0.62,0.44,12.4,96.67,0.0,-0.34,0.18624,0.22833,0.29465
20161206,20.8,58.0,1.73,62.44,0.61,0.43,10.96,96.62,0.0,-0.34,0.08649,0.13389,0.15939
20161207,20.05,57.62,1.39,59.31,0.66,0.42,10.65,96.61,0.0,-0.34,-0.03077,0.05025,0.05892
20161208,20.33,47.5,1.51,57.5,0.64,0.41,11.03,96.52,0.0,-0.34,-0.16034,-0.01981,0.16156
20161209,19.27,43.25,1.52,112.0,0.63,0.41,10.84,96.38,0.0,-0.34,-0.29615,-0.07541,0.30560
20161210,18.83,45.81,1.9,82.25,0.62,0.4,10.17,96.34,0.0,-0.34,-0.43194,-0.11745,0.44762
20161211,18.62,52.62,2.05,55.62,0.66,0.4,8.49,96.28,0.0,-0.34,-0.56181,-0.14816,0.58102
20161212,20.27,49.38,2.52,34.94,0.65,0.39,10.64,96.27,0.0,-0.34,-0.68070,-0.17014,0.70164
20161213,21.6,55.81,2.08,63.62,0.59,0.39,9.06,96.3,0.14,-0.34,-0.78445,-0.18503,0.80598
20161214,21.55,65.19,1.76,64.56,0.32,0.39,5.7,96.49,0.0,-0.34,-0.86982,-0.19255,0.89088
20161215,22.35,55.12,1.69,56.81,0.62,0.38,8.97,96.56,0.0,-0.34,-0.93412,-0.19054,0.95336
20161216,22.15,51.62,1.71,67.88,0.62,0.38,9.55,96.68,0.0,-0.34,-0.97486,-0.17610,0.99064
20161217,21.77,43.75,1.72,57.94,0.66,0.38,9.13,96.68,0.0,-0.34,-0.98953,-0.14711,1.00040
20161218,21.08,39.31,1.62,78.31,0.69,0.37,9.16,96.66,0.0,-0.34,-0.97578,-0.10313,0.98122
20161219,19.63,44.0,1.62,48.75,0.69,0.37,8.45,96.67,0.0,-0.34,-0.93199,-0.04556,0.93310
20161220,19.7,38.56,1.59,62.19,0.7,0.36,8.39,96.63,0.0,-0.34,-0.85788,0.02275,0.85818
20161221,20.7,34.38,1.25,55.31,0.7,0.36,8.29,96.67,0.0,-0.34,-0.75503,0.09801,0.76136
20161222,21.2,31.94,1.58,124.44,0.71,0.35,8.81,96.57,0.0,-0.34,-0.62714,0.17600,0.65137
20161223,20.23,30.69,1.62,136.25,0.72,0.35,8.63,96.43,0.0,-0.34,-0.47992,0.25247,0.54228
20161224,21.1,29.56,1.41,124.25,0.7,0.34,8.57,96.28,0.0,-0.34,-0.32079,0.32358,0.45565
20161225,21.12,37.25,1.47,109.88,0.66,0.34,8.3,96.36,0.0,-0.34,-0.15836,0.38627,0.41747
20161226,20.83,42.69,1.6,79.0,0.63,0.33,6.92,96.52,0.0,-0.34,-0.00183,0.43849,0.43849
20161227,19.29,33.88,1.74,43.69,0.69,0.32,6.7,96.58,0.0,-0.34,0.13966,0.47939,0.49932
20161228,19.12,43.44,1.59,79.31,0.63,0.31,5.7,96.59,0.0,-0.34,0.25769,0.50922,0.57071
20161229,20.33,39.31,1.51,80.75,0.62,0.31,5.35,96.6,0.0,-0.34,0.34518,0.52904,0.63169
20161230,20.97,38.38,1.48,117.44,0.62,0.3,5.11,96.62,0.0,-0.34,0.39689,0.54034,0.67044
20161231,21.15,44.69,1.58,130.44,0.55,0.3,4.37,96.53,0.0,-0.34,0.42323,0.53411,0.68147
20170101,22.05,46.56,1.44,114.62,0.62,0.29,4.11,96.5,0.0,-0.41,0.39731,0.53380,0.66543
20170102,21.97,41.81,1.52,174.31,0.59,0.28,3.7,96.56,0.0,-0.41,0.33702,0.52421,0.62320
20170103,19.5,35.25,1.94,25.31,0.61,0.27,3.42,96.66,0.0,-0.41,0.24465,0.50830,0.56412
20170104,19.47,35.38,1.46,42.0,0.62,0.27,3.03,96.58,0.0,-0.41,0.12802,0.48392,0.50057
20170105,19.8,39.81,1.8,70.44,0.65,0.26,2.66,96.53,0.0,-0.41,-0.00271,0.44839,0.44840
20170106,20.81,32.62,1.52,105.12,0.66,0.25,2.9,96.4,0.0,-0.41,-0.13574,0.39953,0.42196
20170107,21.47,37.88,1.91,199.88,0.59,0.24,2.0,96.19,0.0,-0.41,-0.25876,0.33648,0.42446
20170108,22.05,41.38,1.45,178.31,0.57,0.24,1.76,96.12,0.0,-0.41,-0.36013,0.26005,0.44421
20170109,22.71,49.75,2.31,199.06,0.58,0.23,1.3,96.19,0.0,-0.41,-0.43013,0.17244,0.46341
20170110,21.79,41.56,1.47,229.75,0.58,0.23,1.48,96.32,0.0,-0.41,-0.46170,0.07648,0.46800
20170111,19.65,35.25,1.77,121.88,0.62,0.23,1.61,96.44,0.0,-0.41,-0.45087,-0.02493,0.45156
20170112,18.48,33.19,1.56,91.25,0.6,0.22,1.34,96.4,0.0,-0.41,-0.39680,-0.12918,0.41730
20170113,19.56,32.94,1.68,85.62,0.57,0.22,1.34,96.4,0.0,-0.41,-0.30164,-0.23375,0.38160
20170114,20.11,38.5,1.87,96.56,0.56,0.21,0.93,96.54,0.0,-0.41,-0.17019,-0.33587,0.37653
20170115,21.02,39.44,1.95,83.88,0.58,0.21,0.86,96.67,0.0,-0.41,-0.00957,-0.43210,0.43220
20170116,21.9,33.0,1.6,70.81,0.62,0.21,1.0,96.62,0.0,-0.41,0.17133,-0.51800,0.54560
20170117,22.53,32.94,1.42,101.44,0.59,0.2,0.99,96.57,0.0,-0.41,0.36231,-0.58819,0.69082
20170118,22.48,35.94,2.34,120.19,0.63,0.2,0.9,96.7,0.0,-0.41,0.55237,-0.63659,0.84283
20170119,21.62,45.06,1.83,113.0,0.6,0.2,0.71,96.78,0.0,-0.41,0.73035,-0.65705,0.98240
20170120,21.98,38.75,1.7,85.5,0.62,0.2,0.76,96.78,0.0,-0.41,0.88551,-0.64399,1.09492
20170121,22.87,35.62,1.59,109.56,0.66,0.2,0.9,96.78,0.21,-0.41,1.00821,-0.59316,1.16976
20170122,24.07,36.38,1.64,90.94,0.65,0.19,0.81,96.86,0.16,-0.41,1.09061,-0.50217,1.20067
20170123,23.85,37.5,2.05,74.88,0.62,0.19,0.7,96.83,0.0,-0.41,1.12721,-0.37083,1.18664
20170124,23.26,32.81,2.27,85.31,0.65,0.19,0.73,96.76,0.0,-0.41,1.11530,-0.20130,1.13332
20170125,22.99,35.81,1.83,115.62,0.62,0.18,0.63,96.77,0.0,-0.41,1.05500,0.00193,1.05500
20170126,23.97,36.62,2.12,137.25,0.49,0.18,0.43,96.67,0.17,-0.41,0.94895,0.23209,0.97692
20170127,25.11,40.06,1.31,103.81,0.61,0.18,0.59,96.57,0.0,-0.41,0.80167,0.48024,0.93451
20170128,23.26,36.44,1.92,34.94,0.6,0.17,0.55,96.64,0.0,-0.41,0.61863,0.73527,0.96090
20170129,22.67,29.75,1.56,59.38,0.66,0.17,0.73,96.69,0.0,-0.41,0.40521,0.98408,1.06425
20170130,23.57,20.06,1.76,80.5,0.71,0.17,0.84,96.56,0.0,-0.41,0.16582,1.21160,1.22289
20170131,24.5,20.0,1.34,104.38,0.7,0.16,0.87,96.43,0.0,-0.41,-0.09667,1.40084,1.40417
20170201,24.38,29.5,1.64,115.12,0.67,0.16,0.64,96.48,0.0,-0.41,-0.38048,1.53288,1.57939
20170202,24.44,37.19,2.12,109.38,0.62,0.16,0.38,96.66,0.0,-0.41,-0.68278,1.58705,1.72769
20170203,24.05,35.06,1.91,83.81,0.65,0.16,0.43,96.64,0.0,-0.41,-0.99463,1.54295,1.83575
20170204,24.33,29.75,1.84,99.31,0.7,0.16,0.51,96.51,0.0,-0.41,-1.29418,1.38720,1.89717
20170205,24.94,24.88,1.36,156.69,0.68,0.16,0.62,96.41,0.0,-0.41,-1.54580,1.12559,1.91218
20170206,24.3,24.12,1.37,158.62,0.67,0.16,0.58,96.41,0.0,-0.41,-1.71482,0.78873,1.88751
20170207,23.72,28.81,1.49,48.94,0.66,0.16,0.45,96.44,0.0,-0.41,-1.78777,0.41800,1.83598
20170208,24.76,25.69,1.59,80.94,0.68,0.15,0.44,96.48,0.0,-0.41,-1.77488,0.04513,1.77545
20170209,25.62,24.62,1.23,101.88,0.66,0.15,0.5,96.35,0.0,-0.41,-1.69740,-0.31335,1.72608
20170210,25.53,27.81,1.55,131.5,0.63,0.15,0.41,96.28,0.0,-0.41,-1.57679,-0.65003,1.70552
20170211,25.46,32.12,2.62,154.62,0.65,0.15,0.35,96.34,0.03,-0.41,-1.43040,-0.96025,1.72283
20170212,24.76,38.69,2.43,134.75,0.62,0.15,0.28,96.61,0.32,-0.41,-1.27075,-1.23913,1.77489
20170213,24.62,43.88,2.64,122.75,0.63,0.15,0.19,96.79,0.0,-0.41,-1.10577,-1.48095,1.84823
20170214,25.15,38.81,2.12,95.5,0.63,0.14,0.2,96.94,0.0,-0.41,-0.93931,-1.67983,1.92461
20170215,24.94,35.5,2.39,88.5,0.66,0.14,0.23,96.97,0.0,-0.41,-0.77167,-1.83065,1.98664
20170216,25.48,28.56,2.08,77.19,0.7,0.14,0.31,96.78,0.0,-0.41,-0.60032,-1.92997,2.02118
20170217,25.71,24.88,2.6,57.38,0.72,0.14,0.34,96.65,0.0,-0.41,-0.42065,-1.97652,2.02079
20170218,26.38,23.88,2.51,54.62,0.72,0.14,0.34,96.67,0.0,-0.41,-0.22671,-1.97107,1.98406
20170219,27.05,19.75,1.74,132.81,0.73,0.14,0.43,96.54,0.0,-0.41,-0.01188,-1.91546,1.91550
20170220,28.98,15.19,1.13,221.69,0.73,0.14,0.57,96.19,0.0,-0.41,0.23063,-1.81022,1.82485
20170221,28.19,15.75,1.49,239.5,0.73,0.13,0.47,96.09,0.0,-0.41,0.50642,-1.65013,1.72609
20170222,27.83,17.94,1.39,223.69,0.7,0.13,0.47,96.22,0.0,-0.41,0.81388,-1.41859,1.63548
20170223,28.4,16.81,1.23,63.0,0.72,0.13,0.48,96.36,0.0,-0.41,1.12567,-1.09183,1.56819
20170224,26.69,17.62,2.27,34.19,0.73,0.13,0.41,96.53,0.0,-0.41,1.37395,-0.68177,1.53380
20170225,25.37,12.69,2.32,50.44,0.73,0.12,0.42,96.55,0.0,-0.41,1.50850,-0.27032,1.53253
20170226,26.75,11.12,2.02,118.25,0.76,0.12,0.42,96.34,0.0,-0.41,1.55355,0.06847,1.55506
20170227,27.08,14.81,2.02,95.06,0.69,0.12,0.37,96.39,0.0,-0.41,1.55400,0.31821,1.58625
20170228,27.34,19.06,2.05,84.56,0.74,0.12,0.33,96.46,0.0,-0.41,1.53426,0.48768,1.60991
20170301,27.49,17.62,2.23,101.88,0.7,0.12,0.35,96.36,0.0,-0.58,1.52667,0.53806,1.61871
20170302,27.55,27.12,1.96,142.88,0.69,0.12,0.29,96.21,0.0,-0.58,1.48513,0.56731,1.58980
20170303,28.06,23.06,2.53,160.62,0.73,0.12,0.3,95.97,0.0,-0.58,1.42167,0.55147,1.52489
20170304,27.41,23.62,2.82,199.75,0.73,0.12,0.23,95.92,0.0,-0.58,1.33251,0.49992,1.42321
20170305,28.52,31.38,1.85,189.44,0.66,0.12,0.19,95.9,0.0,-0.58,1.21586,0.42347,1.28750
20170306,28.69,27.19,1.52,124.88,0.66,0.12,0.19,95.91,0.0,-0.58,1.07253,0.33364,1.12323
20170307,29.21,30.38,2.97,188.44,0.56,0.12,0.17,95.85,0.0,-0.58,0.90612,0.24165,0.93779
20170308,27.87,24.31,2.01,251.56,0.68,0.12,0.27,95.89,0.0,-0.58,0.72273,0.15728,0.73965
20170309,28.55,20.62,1.28,144.75,0.64,0.12,0.25,95.85,0.0,-0.58,0.53044,0.08790,0.53767
20170310,28.12,21.44,3.28,259.56,0.64,0.12,0.85,95.82,0.0,-0.58,0.33843,0.03766,0.34052
20170311,26.4,27.06,2.94,285.94,0.73,0.12,0.21,96.06,0.0,-0.58,0.15601,0.00686,0.15616
20170312,25.04,18.06,2.1,259.69,0.73,0.12,0.29,96.24,0.0,-0.58,-0.00842,-0.00852,0.01197
20170313,25.86,13.12,1.41,105.12,0.7,0.12,0.34,96.3,0.0,-0.58,-0.14833,-0.01733,0.14934
20170314,27.68,25.25,2.05,92.25,0.61,0.12,0.58,96.27,0.0,-0.58,-0.25928,-0.03230,0.26129
20170315,29.15,32.12,2.21,104.88,0.52,0.13,2.56,96.33,4.48,-0.58,-0.33878,-0.06086,0.34421
20170316,25.97,60.75,1.7,176.75,0.58,0.34,9.65,96.3,11.32,-0.58,-0.39020,-0.08730,0.39985
20170317,28.13,43.31,2.07,271.0,0.65,0.41,15.21,96.15,0.0,-0.58,-0.42479,-0.08462,0.43314
20170318,28.64,25.69,1.48,271.19,0.71,0.36,12.14,96.22,0.0,-0.58,-0.45022,-0.04346,0.45231
20170319,28.85,27.81,1.66,256.81,0.7,0.32,8.67,96.24,0.0,-0.58,-0.46725,0.03129,0.46829
20170320,27.58,29.25,1.99,168.81,0.72,0.3,6.27,96.28,0.0,-0.58,-0.47478,0.13101,0.49252
20170321,27.77,25.81,2.0,74.5,0.73,0.27,5.3,96.41,0.0,-0.58,-0.47264,0.24688,0.53323
20170322,29.05,19.19,1.94,89.12,0.73,0.26,4.8,96.34,0.0,-0.58,-0.46201,0.37092,0.59248
20170323,30.25,20.56,1.8,120.88,0.69,0.24,4.15,96.2,0.0,-0.58,-0.44522,0.49618,0.66664
20170324,31.27,25.88,1.85,115.69,0.67,0.23,3.26,96.14,0.0,-0.58,-0.42520,0.61696,0.74929
20170325,32.06,23.12,1.53,96.94,0.66,0.21,2.81,96.17,0.0,-0.58,-0.40505,0.72880,0.83380
20170326,31.93,24.19,1.74,91.06,0.67,0.2,2.27,96.21,0.0,-0.58,-0.38755,0.82830,0.91449
20170327,31.96,24.56,1.41,109.69,0.66,0.2,2.16,96.2,0.0,-0.58,-0.37487,0.91293,0.98689
20170328,32.29,24.31,2.04,123.0,0.65,0.19,1.76,96.21,0.0,-0.58,-0.36825,0.98072,1.04758
20170329,32.8,23.38,1.67,127.38,0.67,0.18,1.72,96.1,0.0,-0.58,-0.36798,1.03009,1.09384
20170330,33.09,24.31,2.05,160.38,0.66,0.17,1.38,96.14,0.0,-0.58,-0.37341,1.05967,1.12353
20170331,33.81,22.75,2.41,136.19,0.66,0.17,1.37,96.18,0.0,-0.58,-0.38303,1.06830,1.13489
20170401,34.46,22.31,1.97,217.44,0.64,0.16,1.22,96.03,0.0,-0.21,-0.39540,1.05487,1.12654
20170402,34.26,21.44,1.68,234.62,0.6,0.16,1.26,95.92,0.0,-0.21,-0.40697,1.01936,1.09760
20170403,33.71,22.19,1.11,210.62,0.61,0.16,1.02,96.01,0.0,-0.21,-0.41387,0.96268,1.04787
20170404,33.72,28.88,2.55,193.69,0.61,0.16,1.14,96.05,0.0,-0.21,-0.41109,0.88755,0.97813
20170405,33.68,27.69,1.68,234.56,0.57,0.16,1.76,95.97,0.0,-0.21,-0.39261,0.79909,0.89033
20170406,34.04,22.69,1.59,268.06,0.65,0.16,1.2,95.9,0.0,-0.21,-0.35272,0.70460,0.78795
20170407,33.41,23.44,1.52,259.31,0.63,0.16,1.01,95.95,0.0,-0.21,-0.28832,0.61185,0.67638
20170408,33.44,16.38,1.59,264.25,0.66,0.16,1.1,95.99,0.0,-0.21,-0.20080,0.52654,0.56352
20170409,33.28,11.94,1.61,96.31,0.66,0.15,1.18,95.99,0.0,-0.21,-0.09590,0.45088,0.46096
20170410,32.13,10.25,2.2,28.25,0.67,0.15,1.08,95.96,0.0,-0.21,0.01785,0.38408,0.38449
20170411,31.37,8.75,2.55,34.44,0.73,0.14,0.94,96.0,0.0,-0.21,0.13089,0.32384,0.34929
20170412,32.31,7.69,1.97,110.0,0.74,0.14,0.9,96.0,0.0,-0.21,0.23361,0.26760,0.35522
20170413,32.75,9.69,1.78,114.88,0.71,0.13,0.9,95.95,0.0,-0.21,0.31709,0.21311,0.38205
20170414,32.78,19.19,2.08,194.56,0.68,0.13,0.68,95.84,0.0,-0.21,0.37352,0.15857,0.40578
20170415,32.83,17.62,2.58,162.12,0.7,0.13,0.66,95.68,0.0,-0.21,0.39671,0.10249,0.40973
20170416,34.02,14.12,2.59,238.44,0.7,0.12,0.66,95.64,0.01,-0.21,0.38258,0.04362,0.38506
20170417,34.39,12.69,2.65,137.44,0.7,0.12,0.63,95.77,0.0,-0.21,0.32957,-0.01915,0.33013
20170418,34.83,13.75,1.96,282.19,0.67,0.12,0.57,95.8,0.0,-0.21,0.23883,-0.08662,0.25405
20170419,34.09,14.12,1.12,272.31,0.65,0.12,0.57,95.78,0.0,-0.21,0.11422,-0.15916,0.19590
20170420,34.44,14.31,1.59,270.81,0.69,0.12,0.53,95.73,0.0,-0.21,-0.03795,-0.23664,0.23966
20170421,34.41,15.88,1.94,289.44,0.71,0.12,0.44,95.77,0.0,-0.21,-0.20943,-0.31833,0.38105
20170422,33.95,17.62,2.6,301.88,0.71,0.12,0.38,95.84,0.0,-0.21,-0.39066,-0.40302,0.56129
