date,T2M,RH2M,WS2M,WD2M,ALLSKY_KT,GWETTOP,EVLAND,PRECIPITATIONCAL,MEI,PC1,PC2,amplitude
20180617,30.44,54.69,4.1,258.56,0.61,0.53,38.31,0.42,-0.51,0.19401,-0.56455,0.59695
20180618,29.2,65.88,3.89,244.25,0.62,0.55,33.8,0.0,-0.51,0.37164,-0.56490,0.67618
20180619,29.93,66.12,2.65,249.19,0.58,0.57,38.66,6.1,-0.51,0.51382,-0.56862,0.76638
20180620,30.28,66.12,2.12,227.12,0.54,0.55,35.16,3.52,-0.51,0.62079,-0.57670,0.84732
20180621,29.38,73.0,1.77,238.56,0.55,0.59,29.75,5.2,-0.51,0.69544,-0.58894,0.91131
20180622,29.37,66.56,1.27,242.75,0.41,0.62,42.37,15.53,-0.51,0.74290,-0.60387,0.95737
20180623,28.96,71.69,1.16,230.25,0.49,0.63,43.04,0.27,-0.51,0.76980,-0.61868,0.98760
20180624,27.95,73.5,3.44,236.81,0.46,0.58,30.62,0.17,-0.51,0.78344,-0.62923,1.00484
20180625,29.16,64.94,4.23,243.62,0.48,0.55,37.44,2.19,-0.51,0.79083,-0.63025,1.01125
20180626,28.53,66.88,4.88,256.56,0.4,0.57,37.64,6.66,-0.51,0.79761,-0.61564,1.00757
20180627,26.44,81.88,3.94,262.81,0.38,0.72,35.08,13.32,-0.51,0.80699,-0.57908,0.99327
20180628,25.69,85.06,2.72,243.5,0.29,0.78,28.52,7.51,-0.51,0.81886,-0.51491,0.96730
20180629,27.62,73.5,2.03,229.19,0.5,0.66,41.81,0.98,-0.51,0.82940,-0.41932,0.92937
20180630,28.93,65.94,1.8,237.25,0.59,0.62,51.91,0.28,-0.51,0.83175,-0.29150,0.88135
20180701,28.8,68.31,1.91,262.88,0.54,0.66,44.81,12.93,-0.17,0.81772,-0.13433,0.82868
20180702,28.27,69.88,2.48,255.38,0.41,0.64,44.82,0.08,-0.17,0.78015,0.04596,0.78150
20180703,27.63,72.62,4.12,254.44,0.48,0.63,42.31,4.59,-0.17,0.71463,0.24101,0.75418
20180704,27.17,74.31,3.85,253.75,0.5,0.62,35.32,25.37,-0.17,0.62009,0.44165,0.76129
20180705,26.66,81.19,3.48,261.56,0.4,0.73,38.14,19.15,-0.17,0.49830,0.63865,0.81004
20180706,25.49,86.88,3.99,282.31,0.07,0.8,29.77,78.07,-0.17,0.35299,0.82306,0.89556
20180707,25.41,86.81,4.1,263.19,0.3,0.77,31.17,9.92,-0.17,0.18917,0.98627,1.00425
20180708,25.8,90.88,3.83,285.44,0.2,0.84,28.73,33.64,-0.17,0.01268,1.12010,1.12017
20180709,25.28,89.44,4.34,275.31,0.09,0.84,26.97,40.3,-0.17,-0.17005,1.21702,1.22884
20180710,24.94,86.75,3.79,272.94,0.2,0.84,39.83,12.34,-0.17,-0.35221,1.27057,1.31849
20180711,25.25,85.44,4.45,258.75,0.14,0.84,40.36,50.73,-0.17,-0.52672,1.27575,1.38021
20180712,25.5,87.56,4.3,263.06,0.19,0.87,45.33,0.53,-0.17,-0.68640,1.22941,1.40805
20180713,25.78,82.38,3.22,273.88,0.34,0.81,49.3,13.15,-0.17,-0.82419,1.13065,1.39916
20180714,26.22,83.56,3.37,265.19,0.23,0.82,52.53,4.9,-0.17,-0.93335,0.98106,1.35411
20180715,26.37,85.06,3.57,260.12,0.34,0.82,47.07,8.22,-0.17,-1.00770,0.78490,1.27731
20180716,26.17,86.81,4.59,248.56,0.16,0.84,46.77,17.95,-0.17,-1.04186,0.54920,1.17775
20180717,25.83,84.62,4.8,261.12,0.29,0.83,53.93,1.43,-0.17,-1.03156,0.28369,1.06986
20180718,26.44,81.62,4.02,267.5,0.41,0.79,64.62,0.12,-0.17,-0.97405,0.00065,0.97405
20180719,26.81,82.56,3.22,259.75,0.41,0.79,59.68,0.54,-0.17,-0.86860,-0.28547,0.91431
20180720,25.21,88.44,3.8,260.88,0.33,0.81,33.76,1.53,-0.17,-0.71723,-0.55862,0.90911
20180721,25.58,85.25,3.8,258.19,0.32,0.8,46.11,0.34,-0.17,-0.52542,-0.80216,0.95892
20180722,25.3,87.31,3.52,264.62,0.26,0.81,36.74,8.12,-0.17,-0.30272,-1.00034,1.04514
20180723,25.3,85.69,3.42,257.62,0.22,0.81,46.79,1.05,-0.17,-0.06287,-1.14005,1.14178
20180724,26.51,79.81,3.57,257.19,0.36,0.78,71.09,0.01,-0.17,0.17699,-1.21261,1.22546
20180725,26.5,81.19,3.43,265.5,0.3,0.78,63.4,0.28,-0.17,0.39803,-1.21512,1.27865
20180726,25.67,83.38,3.34,259.38,0.3,0.77,46.57,0.13,-0.17,0.58195,-1.15086,1.28963
20180727,26.42,80.69,3.03,268.62,0.28,0.77,56.89,0.0,-0.17,0.71328,-1.02881,1.25188
20180728,26.96,79.06,2.61,283.31,0.3,0.76,62.7,0.0,-0.17,0.78118,-0.86243,1.16363
20180729,26.79,81.25,2.77,290.88,0.41,0.75,53.0,0.0,-0.17,0.78054,-0.66811,1.02742
20180730,26.83,80.19,2.67,290.88,0.45,0.74,58.33,0.37,-0.17,0.71247,-0.46329,0.84985
20180731,26.72,79.62,3.19,285.31,0.44,0.73,61.79,0.04,-0.17,0.58404,-0.26482,0.64127
20180801,26.97,78.75,3.07,283.56,0.45,0.73,64.38,0.18,0.36,0.40776,-0.08661,0.41686
20180802,26.87,80.12,3.2,293.75,0.38,0.73,59.73,0.6,0.36,0.19969,0.06083,0.20875
20180803,26.79,80.31,2.94,290.94,0.48,0.72,53.64,0.0,0.36,-0.02210,0.17134,0.17276
20180804,27.0,78.44,3.34,288.38,0.52,0.71,62.05,0.0,0.36,-0.23943,0.24299,0.34113
20180805,26.74,78.12,3.54,287.06,0.48,0.7,60.2,0.17,0.36,-0.43570,0.27735,0.51649
20180806,26.63,78.56,3.67,293.44,0.38,0.7,57.76,1.33,0.36,-0.59721,0.27846,0.65894
20180807,25.87,81.56,3.15,292.25,0.32,0.71,45.84,5.42,0.36,-0.71386,0.25190,0.75700
20180808,25.06,84.25,3.12,279.81,0.23,0.72,34.83,3.83,0.36,-0.77959,0.20397,0.80583
20180809,26.44,80.38,2.88,276.75,0.4,0.7,59.48,0.17,0.36,-0.79228,0.14120,0.80477
20180810,27.05,79.69,3.8,293.94,0.34,0.7,67.27,3.0,0.36,-0.75354,0.07006,0.75679
20180811,25.65,86.88,4.1,295.0,0.07,0.88,55.93,94.56,0.36,-0.66816,-0.00322,0.66817
20180812,25.51,86.75,3.92,278.31,0.2,0.89,57.28,16.45,0.36,-0.54358,-0.07266,0.54841
20180813,26.12,83.25,3.15,265.69,0.44,0.79,60.15,11.87,0.36,-0.38915,-0.13257,0.41112
20180814,26.12,83.75,3.12,294.0,0.37,0.77,49.51,1.65,0.36,-0.21553,-0.17767,0.27932
20180815,25.14,91.06,3.66,297.88,0.23,0.89,37.67,55.2,0.36,-0.03404,-0.20326,0.20609
20180816,26.0,92.31,3.3,292.75,0.09,0.98,42.05,75.53,0.36,0.14387,-0.20563,0.25096
20180817,24.99,87.38,5.7,255.94,0.2,0.88,56.42,0.01,0.36,0.30706,-0.18265,0.35728
20180818,25.06,86.69,3.5,273.75,0.27,0.85,54.73,0.48,0.36,0.44525,-0.13448,0.46512
20180819,25.83,87.5,3.46,289.19,0.26,0.88,57.69,23.85,0.36,0.54973,-0.06419,0.55347
20180820,23.94,93.88,4.22,278.06,0.08,0.97,32.14,56.76,0.36,0.61425,0.02208,0.61465
20180821,24.46,89.69,4.8,265.19,0.31,0.93,53.77,0.05,0.36,0.63594,0.11570,0.64638
20180822,25.6,86.31,3.54,261.69,0.47,0.88,71.1,0.04,0.36,0.61584,0.20693,0.64967
20180823,26.03,85.5,3.46,281.0,0.4,0.87,75.21,0.14,0.36,0.55875,0.28671,0.62802
20180824,26.0,85.31,3.03,290.31,0.53,0.86,68.44,1.04,0.36,0.47239,0.34802,0.58675
20180825,25.91,85.12,3.12,283.81,0.49,0.86,65.1,0.5,0.36,0.36607,0.38665,0.53245
20180826,24.87,87.25,2.75,277.12,0.34,0.87,43.33,24.74,0.36,0.24954,0.40108,0.47237
20180827,24.43,89.62,2.74,271.56,0.2,0.89,36.13,4.36,0.36,0.13197,0.39213,0.41374
20180828,24.0,89.31,2.82,275.5,0.31,0.87,37.66,2.23,0.36,0.02133,0.36234,0.36297
20180829,24.87,85.88,2.34,267.75,0.53,0.86,56.15,0.0,0.36,-0.07606,0.31551,0.32455
20180830,25.67,83.88,2.49,289.94,0.45,0.85,68.97,0.68,0.36,-0.15565,0.25625,0.29982
20180831,25.37,86.25,2.81,289.19,0.23,0.88,69.79,9.59,0.36,-0.21471,0.18975,0.28654
20180901,25.08,86.06,2.78,288.56,0.41,0.87,60.26,0.02,0.52,-0.25226,0.12155,0.28001
20180902,24.76,87.25,2.19,278.62,0.42,0.86,45.9,3.53,0.52,-0.26890,0.05734,0.27495
20180903,25.38,85.25,2.6,275.88,0.58,0.85,62.94,0.22,0.52,-0.26671,0.00277,0.26672
20180904,25.11,84.31,2.59,281.19,0.54,0.84,63.32,0.0,0.52,-0.24907,-0.03683,0.25178
20180905,24.81,85.38,2.71,286.88,0.48,0.84,54.65,0.01,0.52,-0.22057,-0.05687,0.22779
20180906,23.7,87.81,2.98,292.94,0.3,0.84,41.2,1.33,0.52,-0.18679,-0.05393,0.19441
20180907,23.86,85.56,2.9,288.12,0.27,0.84,55.07,4.27,0.52,-0.15391,-0.02633,0.15614
20180908,24.62,79.12,1.93,270.94,0.61,0.83,68.44,0.0,0.52,-0.12822,0.02541,0.13072
20180909,25.18,76.06,0.8,259.12,0.59,0.82,63.95,0.0,0.52,-0.11540,0.09833,0.15161
20180910,25.88,77.06,1.01,239.31,0.59,0.81,59.93,0.0,0.52,-0.11971,0.18706,0.22208
20180911,24.61,84.88,1.33,296.12,0.56,0.81,35.91,0.0,0.52,-0.14344,0.28421,0.31836
20180912,25.39,83.44,1.55,283.44,0.47,0.82,63.63,2.38,0.52,-0.18657,0.38100,0.42423
20180913,25.47,79.56,1.32,286.12,0.6,0.8,66.61,0.0,0.52,-0.24670,0.46804,0.52907
20180914,25.8,76.69,0.96,257.5,0.59,0.8,63.16,0.0,0.52,-0.31935,0.53614,0.62405
20180915,25.77,80.81,1.5,253.0,0.53,0.79,67.6,0.0,0.52,-0.39839,0.57713,0.70128
20180916,25.89,82.75,1.75,275.69,0.59,0.78,62.83,0.0,0.52,-0.47650,0.58449,0.75411
20180917,25.51,83.81,1.61,340.5,0.55,0.79,48.08,1.79,0.52,-0.54572,0.55400,0.77764
20180918,25.82,80.75,2.0,325.44,0.6,0.77,65.28,0.33,0.52,-0.59804,0.48410,0.76942
20180919,26.15,80.94,1.88,235.69,0.53,0.77,59.73,0.06,0.52,-0.62594,0.37617,0.73028
20180920,26.31,82.75,2.26,287.62,0.5,0.77,64.71,8.93,0.52,-0.62304,0.23446,0.66570
20180921,24.39,92.06,4.77,295.31,0.16,0.87,30.82,28.25,0.52,-0.58472,0.06574,0.58840
20180922,25.12,84.44,3.83,197.0,0.43,0.83,62.51,10.79,0.52,-0.50859,-0.12123,0.52284
20180923,25.39,83.0,1.87,162.31,0.59,0.79,57.22,0.0,0.52,-0.39480,-0.31648,0.50599
20180924,25.91,80.25,1.22,151.88,0.55,0.8,64.32,1.0,0.52,-0.24598,-0.50959,0.56585
20180925,26.28,81.5,1.12,283.88,0.55,0.78,55.69,0.15,0.52,-0.06699,-0.69036,0.69360
20180926,26.32,78.81,1.16,144.31,0.62,0.77,56.09,0.0,0.52,0.13561,-0.84932,0.86008
20180927,26.4,76.31,0.94,127.31,0.54,0.77,62.25,0.94,0.52,0.35414,-0.97812,1.04026
20180928,26.33,76.69,1.15,124.06,0.61,0.76,65.21,0.0,0.52,0.58029,-1.06979,1.21704
20180929,26.35,77.19,1.34,111.62,0.62,0.75,65.37,1.0,0.52,0.80558,-1.11891,1.37874
20180930,26.08,77.31,1.27,131.31,0.64,0.74,65.05,0.0,0.52,1.02169,-1.12176,1.51730
20181001,26.35,73.44,1.16,111.12,0.63,0.73,65.68,0.0,0.41,1.22063,-1.07632,1.62739
20181002,26.12,76.44,0.99,128.38,0.62,0.73,60.2,0.0,0.41,1.39475,-0.98213,1.70585
20181003,25.72,77.81,1.21,64.06,0.62,0.72,58.95,0.0,0.41,1.53664,-0.84012,1.75130
20181004,25.36,76.88,1.39,54.31,0.64,0.71,60.85,0.0,0.41,1.63871,-0.65220,1.76373
20181005,25.44,76.69,1.38,53.56,0.62,0.7,59.36,0.0,0.41,1.69253,-0.42117,1.74415
20181006,25.65,76.19,1.28,104.06,0.63,0.7,58.17,0.0,0.41,1.68764,-0.15120,1.69439
20181007,25.18,75.94,1.58,57.81,0.66,0.69,59.02,0.0,0.41,1.61022,0.14958,1.61715
20181008,25.64,70.12,1.24,79.38,0.67,0.68,59.98,0.0,0.41,1.44410,0.46230,1.51629
20181009,25.41,69.88,1.38,152.25,0.62,0.67,57.65,0.0,0.41,1.18009,0.74864,1.39752
20181010,24.7,69.06,1.76,210.94,0.57,0.66,58.91,0.44,0.41,0.83486,0.95626,1.26942
20181011,23.98,73.88,2.6,120.88,0.55,0.65,55.23,0.51,0.41,0.45370,1.05098,1.14472
20181012,24.8,78.88,2.25,122.12,0.64,0.63,50.64,0.0,0.41,0.08140,1.03805,1.04123
20181013,25.1,79.06,1.4,128.75,0.66,0.62,48.34,0.0,0.41,-0.25878,0.94518,0.97997
20181014,25.12,72.88,1.35,115.88,0.65,0.62,46.38,0.0,0.41,-0.56026,0.80079,0.97732
20181015,24.6,66.0,1.49,71.56,0.67,0.61,47.56,0.0,0.41,-0.82263,0.62696,1.03432
20181016,24.37,63.38,1.37,65.5,0.68,0.59,45.68,0.0,0.41,-1.04635,0.44009,1.13514
20181017,24.71,65.94,1.31,100.06,0.64,0.59,42.21,0.0,0.41,-1.23117,0.25260,1.25682
20181018,25.44,66.56,1.34,138.44,0.59,0.58,41.02,0.0,0.41,-1.37606,0.07402,1.37804
20181019,25.5,66.5,1.35,132.25,0.62,0.57,39.02,0.0,0.41,-1.47955,-0.08855,1.48220
20181020,26.19,62.38,1.32,101.19,0.62,0.57,37.44,0.0,0.41,-1.54021,-0.23017,1.55732
20181021,26.26,64.62,1.16,114.5,0.6,0.56,35.41,0.0,0.41,-1.53441,-0.44148,1.59666
20181022,27.54,56.75,0.94,163.31,0.62,0.55,33.7,0.0,0.41,-1.46618,-0.62691,1.59459
20181023,26.26,55.88,1.09,186.62,0.58,0.55,33.72,0.0,0.41,-1.34127,-0.77638,1.54976
20181024,25.21,57.62,1.41,59.69,0.61,0.55,32.64,0.0,0.41,-1.16811,-0.88202,1.46371
20181025,24.27,58.06,1.75,86.56,0.67,0.54,32.17,0.0,0.41,-0.95739,-0.93855,1.34070
20181026,24.18,55.44,1.53,109.88,0.67,0.54,30.45,0.0,0.41,-0.72132,-0.94352,1.18766
20181027,24.69,55.56,1.62,118.06,0.67,0.53,29.11,0.0,0.41,-0.47300,-0.89732,1.01435
20181028,24.06,60.44,1.9,79.62,0.67,0.53,26.78,0.0,0.41,-0.22565,-0.80306,0.83416
20181029,22.9,61.31,2.2,52.38,0.68,0.52,24.55,0.0,0.41,0.00806,-0.66630,0.66635
20181030,22.95,66.06,2.17,49.88,0.67,0.52,22.29,0.0,0.41,0.21663,-0.49462,0.53998
20181031,23.65,68.19,1.88,62.44,0.68,0.52,21.64,0.0,0.41,0.39031,-0.29718,0.49056
20181101,24.68,70.88,1.8,64.31,0.67,0.52,21.17,0.0,0.26,0.52146,-0.08415,0.52821
20181102,25.58,70.62,1.34,71.0,0.63,0.51,20.75,0.0,0.26,0.60485,0.13383,0.61948
20181103,26.41,66.88,1.15,110.19,0.61,0.5,20.87,0.0,0.26,0.63777,0.34620,0.72567
20181104,26.88,64.69,1.35,109.38,0.58,0.49,20.22,0.0,0.26,0.61999,0.54297,0.82414
20181105,26.91,62.56,1.08,117.44,0.48,0.48,17.77,0.0,0.26,0.55369,0.71510,0.90440
20181106,26.9,62.56,0.83,128.62,0.52,0.48,16.58,0.0,0.26,0.44310,0.85490,0.96291
20181107,26.45,62.5,1.21,60.88,0.56,0.47,17.52,0.0,0.26,0.29428,0.95624,1.00050
20181108,25.23,60.5,1.27,59.62,0.59,0.46,16.39,0.0,0.26,0.11469,1.01473,1.02119
20181109,24.12,55.81,1.3,56.94,0.63,0.45,15.8,0.0,0.26,-0.08721,1.02781,1.03150
20181110,23.7,50.12,1.39,57.38,0.66,0.45,15.73,0.0,0.26,-0.30236,0.99473,1.03966
20181111,23.0,46.06,1.55,53.56,0.66,0.44,14.91,0.0,0.26,-0.45310,0.95604,1.05797
20181112,22.48,46.0,1.51,59.56,0.65,0.43,13.51,0.0,0.26,-0.61506,0.90115,1.09104
20181113,23.26,45.25,1.45,107.25,0.66,0.42,13.42,0.0,0.26,-0.78581,0.83120,1.14385
20181114,23.01,49.69,1.57,89.88,0.67,0.41,13.03,0.0,0.26,-0.96224,0.74574,1.21739
20181115,23.31,49.06,1.75,74.31,0.67,0.41,12.86,0.0,0.26,-1.14045,0.64168,1.30857
20181116,24.61,46.75,1.16,59.25,0.69,0.41,12.32,0.0,0.26,-1.31545,0.51140,1.41136
20181117,24.88,43.5,0.91,125.5,0.67,0.4,12.59,0.0,0.26,-1.47979,0.33905,1.51814
20181118,26.26,56.62,1.34,112.06,0.59,0.4,11.2,0.11,0.26,-1.61808,0.09441,1.62084
20181119,26.49,57.19,1.58,102.0,0.56,0.39,9.75,0.0,0.26,-1.69077,-0.26703,1.71173
20181120,26.22,51.81,1.6,90.06,0.55,0.39,10.55,0.0,0.26,-1.62174,-0.74316,1.78390
20181121,25.11,51.5,1.73,87.06,0.62,0.38,9.86,0.0,0.26,-1.40012,-1.18092,1.83164
20181122,24.29,52.69,1.79,79.38,0.63,0.38,9.01,0.02,0.26,-1.13975,-1.45827,1.85083
20181123,23.88,50.38,1.73,83.31,0.64,0.38,8.04,0.0,0.26,-0.90068,-1.60397,1.83955
20181124,23.94,42.94,1.27,96.0,0.63,0.37,8.31,0.0,0.26,-0.67770,-1.66616,1.79871
20181125,22.91,41.56,1.34,56.06,0.66,0.36,7.65,0.0,0.26,-0.45521,-1.67218,1.73304
20181126,22.64,40.06,1.23,64.12,0.66,0.35,7.33,0.0,0.26,-0.22182,-1.63724,1.65220
20181127,22.31,41.0,1.45,81.38,0.67,0.34,6.5,0.0,0.26,0.02892,-1.57156,1.57182
20181128,21.74,49.06,1.49,90.62,0.66,0.34,5.29,0.0,0.26,0.29937,-1.48348,1.51338
20181129,22.19,47.12,1.35,76.12,0.62,0.33,5.2,0.0,0.26,0.58852,-1.38043,1.50065
20181130,22.47,51.06,1.53,64.62,0.58,0.32,4.11,0.0,0.26,0.89239,-1.26908,1.55143
20181201,22.26,53.12,1.34,79.81,0.51,0.31,3.54,0.0,0.13,1.20456,-1.15502,1.66885
20181202,22.01,53.38,1.34,90.31,0.52,0.31,3.12,0.0,0.13,1.51668,-1.04237,1.84034
20181203,22.19,50.06,1.48,87.0,0.56,0.3,2.87,0.0,0.13,1.81907,-0.93334,2.04454
20181204,22.53,49.75,1.45,58.31,0.55,0.3,3.25,0.0,0.13,2.10135,-0.82804,2.25861
20181205,23.23,49.81,1.06,108.94,0.48,0.3,2.63,0.0,0.13,2.35319,-0.72431,2.46214
20181206,23.77,49.62,1.07,125.5,0.39,0.29,2.69,0.0,0.13,2.56476,-0.61799,2.63816
20181207,24.42,51.0,1.2,87.44,0.4,0.28,2.27,0.0,0.13,2.72725,-0.50342,2.77332
20181208,25.23,53.5,1.56,107.69,0.41,0.28,2.91,0.0,0.13,2.83298,-0.37434,2.85760
20181209,24.88,58.38,1.65,125.31,0.38,0.31,9.5,0.0,0.13,2.87547,-0.22523,2.88428
20181210,25.06,57.12,2.31,211.81,0.41,0.42,15.49,0.0,0.13,2.84934,-0.05314,2.84983
20181211,22.11,49.88,1.23,246.88,0.44,0.42,9.81,0.0,0.13,2.75035,0.14028,2.75393
20181212,21.91,49.25,1.35,98.0,0.35,0.39,7.63,0.0,0.13,2.57627,0.34702,2.59953
20181213,21.98,60.81,1.38,75.88,0.4,0.41,11.48,0.0,0.13,2.32840,0.55265,2.39309
20181214,20.75,62.31,1.79,41.75,0.49,0.42,6.89,0.0,0.13,2.01343,0.73927,2.14486
20181215,20.2,53.94,2.61,42.81,0.57,0.4,6.87,0.0,0.13,1.64389,0.89115,1.86990
20181216,18.37,57.31,3.08,50.94,0.53,0.38,4.24,0.28,0.13,1.23625,0.99984,1.58997
20181217,16.73,79.94,3.68,27.0,0.25,0.45,7.13,5.82,0.13,0.80779,1.06580,1.33734
20181218,18.19,72.69,2.5,112.25,0.25,0.53,13.65,0.0,0.13,0.37412,1.09595,1.15805
20181219,18.15,67.5,1.44,63.06,0.68,0.49,11.06,0.0,0.13,-0.05162,1.09983,1.10104
20181220,18.4,62.0,1.4,49.44,0.7,0.47,10.71,0.0,0.13,-0.45857,1.08639,1.17921
20181221,18.64,50.94,1.45,53.31,0.7,0.44,10.11,0.0,0.13,-0.83756,1.06203,1.35256
20181222,18.22,47.75,1.71,53.25,0.7,0.41,8.7,0.0,0.13,-1.18075,1.02984,1.56676
20181223,18.7,44.62,1.59,56.12,0.68,0.39,7.64,0.0,0.13,-1.48146,0.98953,1.78154
20181224,19.26,42.25,1.56,63.44,0.67,0.38,6.46,0.0,0.13,-1.73412,0.93789,1.97150
20181225,21.09,40.12,1.43,93.31,0.66,0.35,6.04,0.0,0.13,-1.93432,0.86955,2.12078
20181226,22.45,44.56,1.7,231.06,0.58,0.34,4.51,0.0,0.13,-2.07890,0.77795,2.21969
20181227,19.13,28.25,2.39,335.25,0.64,0.32,4.62,0.0,0.13,-2.16589,0.65651,2.26320
20181228,16.44,28.62,2.02,52.62,0.69,0.3,3.35,0.0,0.13,-2.19459,0.49977,2.25078
20181229,15.58,33.56,1.91,49.06,0.7,0.3,2.8,0.0,0.13,-2.16544,0.30454,2.18674
20181230,16.04,32.56,1.66,62.62,0.69,0.29,2.68,0.0,0.13,-2.07990,0.07088,2.08111
20181231,17.33,27.19,1.66,52.5,0.72,0.28,2.58,0.0,0.13,-1.94496,-0.14826,1.95060
20190101,19.42,24.62,1.57,58.62,0.73,0.27,2.48,0.0,0.08,-1.76146,-0.45116,1.81832
20190102,20.76,26.75,1.35,95.81,0.72,0.27,2.44,0.0,0.08,-1.53655,-0.75910,1.71383
20190103,20.25,25.94,1.25,140.88,0.68,0.25,2.17,0.0,0.08,-1.27369,-1.07148,1.66444
20190104,19.96,29.69,1.48,74.44,0.68,0.25,1.8,0.0,0.08,-0.97919,-1.37025,1.68416
20190105,20.26,37.31,1.36,113.56,0.64,0.24,1.45,0.0,0.08,-0.66187,-1.63590,1.76472
20190106,21.12,45.69,1.6,146.69,0.59,0.23,0.89,0.0,0.08,-0.33359,-1.84964,1.87949
20190107,20.91,43.38,1.24,162.12,0.55,0.23,1.06,0.0,0.08,-0.00893,-1.99562,1.99564
20190108,18.1,26.81,1.94,32.06,0.65,0.23,1.19,0.0,0.08,0.29656,-2.06233,2.08355
20190109,19.23,23.38,1.49,52.38,0.66,0.23,1.35,0.0,0.08,0.56867,-2.04314,2.12081
20190110,18.84,30.38,1.42,53.62,0.67,0.22,1.11,0.0,0.08,0.79664,-1.93585,2.09336
20190111,19.71,39.19,1.38,123.31,0.61,0.22,0.91,0.0,0.08,0.97432,-1.74205,1.99600
20190112,21.67,48.19,2.18,136.31,0.55,0.21,0.52,0.0,0.08,1.10015,-1.46672,1.83347
20190113,22.67,51.06,1.94,136.19,0.52,0.21,0.54,0.0,0.08,1.17640,-1.11816,1.62302
20190114,21.94,47.75,1.48,70.88,0.49,0.21,0.57,0.0,0.08,1.20792,-0.70812,1.40018
20190115,20.02,36.06,1.98,46.5,0.59,0.2,0.65,0.0,0.08,1.20097,-0.25178,1.22707
20190116,20.33,29.25,1.37,68.88,0.67,0.2,0.97,0.0,0.08,1.16216,0.23252,1.18519
20190117,21.17,24.38,1.35,76.81,0.71,0.2,1.0,0.0,0.08,1.09786,0.72392,1.31505
20190118,21.55,23.44,1.41,61.38,0.69,0.2,0.93,0.0,0.08,1.01386,1.20014,1.57106
20190119,21.25,22.44,1.48,68.81,0.7,0.2,0.93,0.0,0.08,0.91535,1.63878,1.87709
20190120,21.8,20.5,1.52,84.94,0.73,0.19,0.95,0.0,0.08,0.80701,2.01884,2.17416
20190121,22.04,25.31,1.92,143.69,0.71,0.19,0.82,0.0,0.08,0.69303,2.32219,2.42340
20190122,22.61,41.88,2.77,184.25,0.62,0.19,0.44,0.0,0.08,0.57687,2.53496,2.59977
20190123,23.12,48.5,2.39,174.88,0.59,0.18,0.34,0.0,0.08,0.46094,2.64851,2.68832
20190124,23.9,48.0,1.65,156.75,0.56,0.18,0.59,0.0,0.08,0.34615,2.66013,2.68256
20190125,24.28,57.88,2.6,141.25,0.41,0.28,6.43,0.0,0.08,0.23171,2.57319,2.58360
20190126,20.13,80.69,3.02,50.81,0.19,0.57,17.36,0.0,0.08,0.11531,2.39676,2.39953
20190127,18.55,78.19,2.77,42.5,0.38,0.55,11.38,0.0,0.08,-0.00629,2.14493,2.14494
20190128,17.04,60.81,2.35,24.38,0.63,0.52,13.58,0.0,0.08,-0.13625,1.83546,1.84051
20190129,14.73,42.06,2.3,30.94,0.73,0.49,14.01,0.0,0.08,-0.27651,1.48814,1.51361
20190130,15.92,36.06,1.76,56.19,0.75,0.47,13.47,0.0,0.08,-0.42668,1.12282,1.20116
20190131,17.97,41.06,1.76,102.56,0.71,0.45,12.36,0.0,0.08,-0.58319,0.75725,0.95579
20190201,20.58,51.25,1.73,106.69,0.61,0.42,9.85,0.0,0.52,-0.73885,0.40508,0.84261
20190202,21.46,47.62,1.88,86.19,0.61,0.41,9.25,0.0,0.52,-0.88304,0.07480,0.88620
20190203,20.99,42.38,2.48,88.88,0.66,0.39,8.58,0.0,0.52,-1.00312,-0.22936,1.02900
20190204,21.2,43.12,1.95,83.94,0.59,0.38,7.91,0.3,0.52,-1.08852,-0.50323,1.19921
20190205,22.33,39.25,1.73,77.44,0.65,0.36,7.63,0.0,0.52,-1.13771,-0.73768,1.35593
20190206,23.93,37.12,1.63,107.81,0.63,0.34,7.7,0.01,0.52,-1.16201,-0.91950,1.48181
20190207,25.26,43.62,2.93,209.06,0.55,0.33,5.4,0.08,0.52,-1.17819,-1.04016,1.57165
20190208,23.15,34.25,2.24,325.62,0.57,0.32,5.65,0.0,0.52,-1.19610,-1.10173,1.62618
20190209,18.97,19.75,2.65,253.0,0.74,0.3,5.65,0.0,0.52,-1.21456,-1.11514,1.64885
20190210,18.01,23.0,1.99,105.5,0.75,0.29,4.72,0.0,0.52,-1.22540,-1.09610,1.64409
20190211,20.99,26.56,1.76,95.94,0.67,0.28,4.2,0.0,0.52,-1.21889,-1.06224,1.61680
20190212,22.94,32.62,2.02,92.62,0.62,0.27,3.28,0.0,0.52,-1.18731,-1.03126,1.57264
20190213,24.0,30.25,2.05,95.5,0.71,0.26,3.28,0.0,0.52,-1.12662,-1.01940,1.51936
20190214,24.96,28.56,1.62,133.44,0.68,0.25,3.41,0.02,0.52,-1.03664,-1.03988,1.46832
20190215,27.01,38.75,2.38,187.5,0.58,0.25,2.92,0.78,0.52,-0.92027,-1.10154,1.43537
20190216,25.97,45.5,1.48,129.75,0.64,0.29,4.59,0.0,0.52,-0.78206,-1.20783,1.43891
20190217,23.04,40.44,2.09,109.75,0.64,0.27,3.08,0.0,0.52,-0.62625,-1.35624,1.49384
20190218,23.37,29.94,1.63,100.75,0.72,0.27,3.77,0.0,0.52,-0.45442,-1.53832,1.60404
