date,T2M,RH2M,WS2M,WD2M,ALLSKY_KT,GWETTOP,EVLAND,PRECIPITATIONCAL,MEI,PC1,PC2,amplitude
20150101,23.55,65.12,1.75,130.69,0.38,0.37,9.94,24.31,0.23,-1.40015,0.96675,1.70148
20150102,23.34,71.88,1.88,141.0,0.43,0.54,17.78,1.0,0.23,-1.74316,1.00767,2.01346
20150103,20.17,88.62,1.87,154.25,0.16,0.66,14.37,3.82,0.23,-2.03657,1.02990,2.28217
20150104,20.72,74.56,2.25,73.0,0.34,0.56,18.38,0.0,0.23,-2.26712,1.02739,2.48905
20150105,18.68,59.81,2.09,18.5,0.66,0.53,16.19,0.0,0.23,-2.42346,0.99678,2.62044
20150106,17.94,49.25,1.53,37.38,0.73,0.52,16.47,0.0,0.23,-2.49694,0.93809,2.66735
20150107,19.53,41.81,1.23,154.25,0.73,0.52,17.12,0.0,0.23,-2.48277,0.85432,2.62565
20150108,17.62,49.69,1.58,98.31,0.71,0.52,16.23,0.0,0.23,-2.38097,0.74982,2.49625
20150109,16.54,50.56,1.77,32.0,0.72,0.52,14.85,0.0,0.23,-2.19706,0.62845,2.28518
20150110,17.22,44.5,1.42,42.0,0.73,0.52,15.11,0.0,0.23,-1.94189,0.49255,2.00338
20150111,16.77,45.31,1.84,47.12,0.72,0.52,15.1,0.0,0.23,-1.63086,0.34295,1.66653
20150112,18.21,41.25,1.27,50.56,0.73,0.51,14.52,0.0,0.23,-1.28264,0.18002,1.29521
20150113,18.37,42.44,1.23,45.44,0.72,0.51,14.27,0.0,0.23,-0.91755,0.00480,0.91756
20150114,19.28,41.38,1.27,104.88,0.7,0.49,14.8,0.0,0.23,-0.55600,-0.18001,0.58441
20150115,18.44,45.88,1.53,90.94,0.7,0.48,13.66,0.0,0.23,-0.21689,-0.36973,0.42865
20150116,18.62,48.06,1.41,73.25,0.69,0.47,12.51,0.0,0.23,0.08367,-0.55798,0.56422
20150117,18.44,48.81,1.61,44.69,0.66,0.45,11.46,0.0,0.23,0.33330,-0.73739,0.80921
20150118,18.24,48.62,1.55,43.31,0.67,0.44,10.4,0.0,0.23,0.52395,-0.90049,1.04183
20150119,18.3,45.69,1.7,71.12,0.66,0.42,9.76,0.0,0.23,0.65201,-1.04070,1.22808
20150120,19.3,46.62,2.2,109.12,0.52,0.41,8.4,0.0,0.23,0.71811,-1.15300,1.35834
20150121,20.44,53.12,2.71,121.25,0.48,0.4,6.52,0.0,0.23,0.72672,-1.23433,1.43237
20150122,21.04,51.69,2.48,143.06,0.55,0.39,6.68,0.0,0.23,0.68555,-1.28368,1.45527
20150123,21.92,47.75,1.73,116.38,0.59,0.38,7.22,0.0,0.23,0.60477,-1.30201,1.43561
20150124,22.55,47.75,1.92,99.31,0.59,0.37,6.2,0.0,0.23,0.49626,-1.29195,1.38398
20150125,22.73,48.44,2.49,135.62,0.61,0.36,5.29,0.0,0.23,0.37272,-1.25762,1.31169
20150126,23.01,46.19,2.23,144.88,0.56,0.34,5.16,0.26,0.23,0.24675,-1.20429,1.22931
20150127,22.89,44.5,1.85,141.44,0.63,0.34,5.16,0.0,0.23,0.13000,-1.13811,1.14551
20150128,22.84,45.69,1.71,129.12,0.63,0.33,4.58,0.0,0.23,0.03252,-1.06556,1.06605
20150129,23.57,47.5,1.24,127.56,0.6,0.31,4.27,0.0,0.23,-0.03772,-0.99291,0.99363
20150130,22.42,50.31,2.06,40.38,0.56,0.3,2.78,0.0,0.23,-0.07499,-0.92541,0.92845
20150131,21.26,30.69,1.77,44.25,0.7,0.3,4.31,0.0,0.23,-0.07570,-0.86633,0.86963
20150201,21.13,26.56,1.41,85.75,0.73,0.28,3.96,0.0,0.05,-0.03819,-0.81593,0.81682
20150202,22.17,38.0,2.38,130.88,0.66,0.27,2.35,0.0,0.05,0.03720,-0.77046,0.77136
20150203,23.3,47.75,2.2,141.44,0.64,0.27,2.17,0.0,0.05,0.14715,-0.72167,0.73652
20150204,23.73,33.75,1.59,98.25,0.68,0.27,2.79,0.0,0.05,0.28314,-0.65822,0.71653
20150205,22.95,30.19,1.66,80.25,0.61,0.25,2.35,0.0,0.05,0.43011,-0.57089,0.71478
20150206,22.73,35.31,1.77,108.62,0.58,0.25,1.62,0.0,0.05,0.57035,-0.45879,0.73198
20150207,23.41,39.56,2.35,135.38,0.57,0.24,1.33,0.13,0.05,0.69130,-0.32943,0.76578
20150208,25.13,43.38,2.52,155.88,0.59,0.24,1.5,0.0,0.05,0.78879,-0.19255,0.81195
20150209,24.89,42.44,2.21,121.62,0.61,0.23,1.06,0.0,0.05,0.86415,-0.05555,0.86593
20150210,24.81,42.88,2.24,101.38,0.62,0.25,3.21,0.0,0.05,0.92066,0.07677,0.92385
20150211,25.28,43.25,1.83,119.5,0.62,0.27,3.64,0.01,0.05,0.96186,0.20084,0.98261
20150212,25.43,39.19,1.37,181.94,0.61,0.27,2.94,0.0,0.05,0.99111,0.31339,1.03947
20150213,24.94,36.25,1.86,193.12,0.61,0.26,2.61,0.0,0.05,1.01134,0.41103,1.09167
20150214,24.12,24.06,1.74,56.31,0.71,0.25,2.82,0.0,0.05,1.02492,0.49041,1.13621
20150215,26.67,20.0,1.32,192.12,0.73,0.23,2.86,0.0,0.05,1.03339,0.54868,1.17002
20150216,25.31,23.94,1.77,44.88,0.72,0.23,2.26,0.0,0.05,1.03734,0.58411,1.19049
20150217,27.21,20.19,1.27,216.12,0.73,0.22,2.06,0.0,0.05,1.03637,0.59684,1.19594
20150218,26.73,19.19,1.13,227.31,0.68,0.21,2.02,0.0,0.05,1.02925,0.58960,1.18617
20150219,26.19,27.06,1.12,87.75,0.64,0.2,1.5,0.0,0.05,1.01413,0.56841,1.16257
20150220,26.91,36.0,1.88,125.0,0.52,0.2,1.6,0.0,0.05,0.98859,0.54315,1.12798
20150221,27.52,30.56,1.38,59.5,0.64,0.21,2.22,0.0,0.05,0.94920,0.52780,1.08608
20150222,27.48,23.94,1.66,47.81,0.71,0.2,1.67,0.0,0.05,0.89034,0.53847,1.04051
20150223,27.24,24.38,1.46,93.19,0.71,0.2,1.53,0.0,0.05,0.80477,0.58366,0.99414
20150224,27.58,22.69,1.21,127.44,0.72,0.2,1.55,0.0,0.05,0.69399,0.64698,0.94880
20150225,27.47,23.62,1.69,190.56,0.69,0.19,1.38,0.0,0.05,0.57675,0.69879,0.90606
20150226,27.2,20.44,2.52,211.62,0.67,0.19,1.19,0.0,0.05,0.46530,0.73393,0.86900
20150227,27.2,24.25,1.4,229.31,0.67,0.18,1.0,0.0,0.05,0.35370,0.76671,0.84437
20150228,26.6,39.25,3.38,197.06,0.52,0.24,2.79,11.71,0.05,0.23229,0.81092,0.84353
20150301,25.34,61.44,2.75,159.19,0.16,0.55,25.79,5.35,0.13,0.12635,0.86945,0.87859
20150302,24.0,70.81,2.05,210.38,0.49,0.62,27.25,0.0,0.13,-0.01233,0.96283,0.96291
20150303,23.77,60.0,2.16,250.62,0.53,0.52,22.68,0.0,0.13,-0.16228,1.07969,1.09181
20150304,22.06,42.31,2.44,275.56,0.7,0.5,23.72,0.0,0.13,-0.31859,1.21315,1.25429
20150305,23.23,44.62,1.77,43.38,0.7,0.49,23.43,0.0,0.13,-0.47681,1.35300,1.43456
20150306,25.41,45.81,1.56,57.94,0.63,0.47,22.22,0.0,0.13,-0.63392,1.48645,1.61598
20150307,25.82,43.62,1.32,132.19,0.64,0.45,19.61,0.0,0.13,-0.78881,1.59916,1.78313
20150308,27.46,43.62,1.31,114.69,0.57,0.41,16.79,1.31,0.13,-0.94254,1.67623,1.92305
20150309,24.92,69.88,1.65,163.44,0.57,0.59,22.96,0.05,0.13,-1.09805,1.70297,2.02628
20150310,26.92,53.81,1.27,54.5,0.54,0.52,23.21,0.0,0.13,-1.25954,1.66513,2.08784
20150311,26.75,50.69,2.01,70.69,0.55,0.49,22.92,0.0,0.13,-1.43119,1.54777,2.10806
20150312,26.9,51.94,1.61,117.06,0.61,0.5,25.32,0.0,0.13,-1.61435,1.33241,2.09319
20150313,27.51,46.75,1.6,106.56,0.59,0.46,22.36,0.0,0.13,-1.79994,0.99246,2.05543
20150314,27.24,43.62,1.97,126.31,0.65,0.45,21.75,0.26,0.13,-1.94940,0.49708,2.01178
20150315,27.76,38.06,2.93,178.94,0.61,0.43,21.05,12.32,0.13,-1.97629,-0.13918,1.98118
20150316,27.03,52.75,1.68,197.12,0.62,0.44,14.52,3.12,0.13,-1.81721,-0.78490,1.97947
20150317,28.58,51.0,1.49,78.5,0.62,0.41,14.26,0.0,0.13,-1.53338,-1.30564,2.01394
20150318,28.04,39.75,1.99,222.06,0.62,0.37,11.87,0.0,0.13,-1.21584,-1.68811,2.08038
20150319,28.44,35.56,2.25,31.19,0.66,0.34,10.08,0.0,0.13,-0.90709,-1.96584,2.16503
20150320,29.03,32.62,1.83,46.62,0.62,0.3,7.93,0.0,0.13,-0.61989,-2.16247,2.24956
20150321,29.66,30.62,1.72,57.75,0.62,0.29,6.3,0.0,0.13,-0.35714,-2.28845,2.31616
20150322,31.37,25.81,1.27,84.25,0.69,0.27,5.9,0.0,0.13,-0.11866,-2.34771,2.35071
20150323,32.08,23.69,1.09,72.38,0.66,0.26,4.22,0.0,0.13,0.09686,-2.34231,2.34431
20150324,31.69,25.62,1.93,105.0,0.69,0.24,4.17,0.0,0.13,0.29108,-2.27507,2.29362
20150325,31.23,24.06,1.98,62.69,0.7,0.23,3.74,0.0,0.13,0.46544,-2.15072,2.20050
20150326,31.44,23.56,1.52,99.88,0.61,0.22,3.28,0.17,0.13,0.62072,-1.97613,2.07132
20150327,31.23,31.25,1.79,144.25,0.66,0.21,2.69,0.0,0.13,0.75679,-1.76005,1.91586
20150328,31.86,30.25,2.36,178.44,0.62,0.21,2.47,0.0,0.13,0.87233,-1.51243,1.74597
20150329,31.51,32.19,2.62,226.88,0.47,0.24,3.42,2.26,0.13,0.96493,-1.24366,1.57410
20150330,30.84,35.56,1.06,214.75,0.24,0.24,2.93,0.99,0.13,1.03125,-0.96383,1.41154
20150331,31.97,35.31,1.7,132.81,0.59,0.23,3.4,0.0,0.13,1.06724,-0.68221,1.26665
20150401,32.8,28.69,2.25,256.31,0.63,0.22,2.87,0.0,0.35,1.06897,-0.40639,1.14361
20150402,32.19,19.12,1.4,289.44,0.7,0.21,3.11,0.0,0.35,1.03185,-0.14488,1.04197
20150403,31.8,21.19,2.55,314.81,0.7,0.2,2.31,0.0,0.35,0.95327,0.09423,0.95792
20150404,31.19,20.88,2.7,302.88,0.73,0.2,1.99,0.0,0.35,0.83361,0.30185,0.88657
20150405,31.16,25.12,2.23,318.5,0.71,0.19,1.67,0.0,0.35,0.67831,0.46827,0.82424
20150406,31.8,24.69,1.16,187.81,0.65,0.18,1.65,0.0,0.35,0.49947,0.58558,0.76966
20150407,33.01,34.69,2.56,165.56,0.59,0.24,6.67,10.45,0.35,0.31443,0.65182,0.72370
20150408,32.53,35.62,3.55,154.06,0.62,0.3,8.21,0.03,0.35,0.14115,0.67327,0.68791
20150409,32.21,34.94,2.96,169.38,0.65,0.3,8.17,1.23,0.35,-0.00651,0.66269,0.66273
20150410,31.98,37.44,2.1,234.19,0.59,0.35,14.81,20.66,0.35,-0.12067,0.63517,0.64653
20150411,29.33,52.56,1.8,149.19,0.48,0.55,42.04,7.56,0.35,-0.19863,0.60447,0.63627
20150412,26.81,60.69,1.64,170.44,0.48,0.55,23.37,0.73,0.35,-0.24123,0.58124,0.62932
20150413,25.13,70.25,1.49,149.81,0.6,0.69,44.71,19.71,0.35,-0.25173,0.57251,0.62540
20150414,25.32,63.0,1.69,190.69,0.53,0.57,29.07,0.0,0.35,-0.23499,0.58174,0.62740
20150415,26.68,57.62,1.94,116.69,0.56,0.54,30.59,2.46,0.35,-0.19706,0.60927,0.64034
20150416,27.98,55.5,1.01,171.56,0.51,0.52,28.8,2.1,0.35,-0.14479,0.65284,0.66870
20150417,30.05,46.25,1.34,229.31,0.68,0.51,31.46,0.0,0.35,-0.08542,0.70825,0.71338
20150418,31.48,43.19,1.61,247.12,0.68,0.49,35.35,0.0,0.35,-0.02616,0.77007,0.77051
20150419,32.08,42.38,2.09,238.62,0.68,0.48,32.77,0.0,0.35,0.02621,0.83234,0.83275
20150420,33.31,40.12,1.59,164.88,0.66,0.47,32.69,0.0,0.35,0.06578,0.88922,0.89165
20150421,32.7,40.69,2.45,223.75,0.66,0.44,28.96,0.05,0.35,0.08794,0.93548,0.93961
20150422,32.73,37.94,3.29,245.25,0.32,0.41,23.01,2.08,0.35,0.08969,0.96681,0.97097
20150423,32.6,37.25,2.45,270.69,0.62,0.39,20.02,0.0,0.35,0.06996,0.97997,0.98246
20150424,32.62,32.5,2.15,276.75,0.67,0.38,20.99,0.0,0.35,0.02979,0.97278,0.97324
20150425,32.53,37.62,2.16,232.5,0.66,0.36,15.58,0.0,0.35,-0.02761,0.94406,0.94446
20150426,31.77,44.06,2.88,183.31,0.66,0.41,26.25,1.03,0.35,-0.09700,0.89348,0.89873
20150427,32.7,42.12,2.93,221.81,0.66,0.43,26.9,0.0,0.35,-0.17141,0.82154,0.83924
20150428,33.88,32.94,3.24,279.75,0.67,0.38,18.95,0.0,0.35,-0.24274,0.72961,0.76893
20150429,34.37,24.06,2.93,304.19,0.64,0.33,14.55,0.0,0.35,-0.30246,0.62001,0.68985
20150430,33.87,23.31,2.46,302.12,0.66,0.3,10.23,0.0,0.35,-0.34450,0.49631,0.60415
20150501,34.42,22.0,1.8,317.5,0.7,0.28,8.54,0.0,0.96,-0.35892,0.36039,0.50863
20150502,34.92,21.81,1.45,282.88,0.66,0.27,7.2,0.01,0.96,-0.34263,0.21941,0.40686
20150503,34.38,27.44,1.62,156.75,0.62,0.25,5.94,0.0,0.96,-0.29483,0.07871,0.30516
20150504,34.73,36.0,3.18,166.62,0.62,0.27,6.48,8.01,0.96,-0.21829,-0.05705,0.22562
20150505,34.65,34.94,2.02,204.62,0.67,0.26,5.81,0.07,0.96,-0.11896,-0.18444,0.21947
20150506,35.06,28.62,2.67,203.5,0.58,0.25,4.86,0.0,0.96,-0.00516,-0.30126,0.30130
20150507,35.85,25.75,2.14,230.88,0.66,0.23,4.8,0.0,0.96,0.11338,-0.40618,0.42171
20150508,36.05,23.19,2.44,233.12,0.65,0.23,4.11,0.0,0.96,0.22648,-0.49821,0.54728
20150509,35.26,21.06,2.09,210.38,0.64,0.22,3.19,0.04,0.96,0.32444,-0.57626,0.66131
20150510,33.75,27.75,1.94,178.12,0.35,0.21,2.08,0.39,0.96,0.39875,-0.63898,0.75319
20150511,34.65,31.06,2.8,167.62,0.58,0.2,2.35,5.22,0.96,0.44278,-0.68501,0.81566
20150512,33.22,36.19,2.23,192.81,0.57,0.21,1.86,0.59,0.96,0.45215,-0.71345,0.84466
20150513,35.06,31.75,2.3,272.31,0.48,0.21,3.34,0.68,0.96,0.42494,-0.72454,0.83996
20150514,34.51,33.94,1.75,173.31,0.47,0.21,2.82,2.37,0.96,0.36165,-0.72024,0.80594
20150515,32.48,44.0,1.55,228.31,0.39,0.3,6.53,6.4,0.96,0.26514,-0.70438,0.75263
20150516,31.99,51.25,2.05,128.12,0.66,0.47,30.16,0.0,0.96,0.14054,-0.68205,0.69638
20150517,33.97,42.44,2.31,181.19,0.65,0.38,20.57,0.0,0.96,-0.00470,-0.65842,0.65844
20150518,35.96,34.19,2.75,159.62,0.67,0.33,14.16,0.0,0.96,-0.16082,-0.63741,0.65738
20150519,37.51,25.44,3.0,205.0,0.69,0.28,9.68,0.0,0.96,-0.31617,-0.62107,0.69692
20150520,38.07,22.25,4.13,152.38,0.66,0.25,6.65,0.0,0.96,-0.45789,-0.61008,0.76280
20150521,38.05,19.75,4.16,328.44,0.69,0.23,5.35,0.0,0.96,-0.57308,-0.60486,0.83323
20150522,38.1,20.56,4.62,316.88,0.7,0.22,4.0,0.0,0.96,-0.65000,-0.60668,0.88914
20150523,37.3,21.62,5.27,309.25,0.7,0.2,2.94,0.0,0.96,-0.67918,-0.61812,0.91835
20150524,36.55,23.06,4.62,307.44,0.69,0.2,2.33,0.0,0.96,-0.65433,-0.64274,0.91720
20150525,37.05,24.31,4.97,303.44,0.69,0.19,2.05,0.0,0.96,-0.57278,-0.68421,0.89231
20150526,37.29,24.94,4.83,311.88,0.63,0.18,1.71,0.0,0.96,-0.43557,-0.74500,0.86298
20150527,37.83,23.88,4.78,319.25,0.62,0.17,1.87,0.38,0.96,-0.24697,-0.82504,0.86121
20150528,37.9,23.81,3.38,332.94,0.66,0.17,1.43,0.0,0.96,-0.01380,-0.92050,0.92060
20150529,38.83,23.19,2.86,217.25,0.63,0.16,1.63,0.07,0.96,0.25549,-1.02297,1.05439
20150530,38.86,23.81,3.17,269.69,0.62,0.18,2.4,0.0,0.96,0.55119,-1.11936,1.24770
20150531,38.25,20.5,3.55,193.81,0.64,0.17,2.13,0.92,0.96,0.86212,-1.19297,1.47188
20150601,36.15,32.81,2.58,199.88,0.41,0.2,3.65,0.59,1.85,1.17440,-1.22627,1.69793
20150602,35.11,34.25,2.65,222.31,0.52,0.22,3.99,3.52,1.85,1.47017,-1.20531,1.90109
20150603,35.83,33.0,2.16,170.56,0.66,0.22,3.31,0.0,1.85,1.72811,-1.12427,2.06164
20150604,35.87,33.06,2.73,177.31,0.51,0.21,3.2,6.86,1.85,1.92715,-0.98681,2.16511
20150605,33.59,40.0,2.55,230.56,0.45,0.24,3.81,9.67,1.85,2.05160,-0.80246,2.20295
20150606,35.42,35.12,2.94,200.62,0.45,0.24,4.77,0.6,1.85,2.09443,-0.58092,2.17350
20150607,34.69,40.06,3.02,248.81,0.45,0.3,9.44,11.51,1.85,2.05712,-0.32847,2.08318
20150608,33.02,49.38,3.49,220.94,0.56,0.38,16.57,0.12,1.85,1.94772,-0.04807,1.94831
20150609,32.87,47.19,3.89,249.94,0.4,0.34,8.71,3.28,1.85,1.77858,0.25848,1.79726
20150610,34.66,40.56,3.23,288.25,0.55,0.3,7.89,23.06,1.85,1.56440,0.58819,1.67132
20150611,31.49,56.69,2.95,297.0,0.59,0.37,11.17,0.21,1.85,1.32056,0.93527,1.61821
20150612,29.28,70.94,2.09,253.0,0.52,0.55,23.15,12.48,1.85,1.06165,1.29054,1.67111
20150613,27.0,80.38,3.12,243.12,0.48,0.63,22.39,0.96,1.85,0.80025,1.64163,1.82629
20150614,26.65,80.88,3.06,278.06,0.38,0.71,28.8,12.7,1.85,0.54595,1.97382,2.04794
20150615,27.99,74.5,3.05,296.44,0.45,0.65,38.07,3.16,1.85,0.30496,2.27137,2.29175
20150616,28.24,74.88,3.59,303.56,0.51,0.71,57.94,24.57,1.85,0.07998,2.51885,2.52012
20150617,27.48,80.06,2.84,296.12,0.34,0.7,32.17,19.29,1.85,-0.12938,2.70263,2.70573
20150618,27.15,81.81,3.54,290.88,0.48,0.73,42.18,8.98,1.85,-0.32596,2.81205,2.83088
20150619,27.37,80.25,4.12,287.0,0.34,0.7,35.46,5.71,1.85,-0.51409,2.84025,2.88640
20150620,27.25,79.88,4.96,286.56,0.34,0.75,44.82,49.09,1.85,-0.69864,2.78468,2.87098
20150621,25.76,87.19,5.48,259.88,0.09,0.88,39.89,41.84,1.85,-0.88400,2.64707,2.79077
20150622,26.23,81.56,5.23,249.44,0.22,0.8,43.23,13.71,1.85,-1.07318,2.43309,2.65926
20150623,27.21,77.38,4.24,235.12,0.31,0.73,41.08,1.64,1.85,-1.26697,2.15167,2.49698
20150624,27.72,74.56,4.52,241.69,0.4,0.7,50.74,0.67,1.85,-1.46333,1.81408,2.33071
20150625,28.32,71.38,5.33,257.81,0.49,0.69,58.13,0.7,1.85,-1.65698,1.43306,2.19071
20150626,28.4,72.62,4.23,276.94,0.48,0.69,62.08,1.64,1.85,-1.83939,1.02214,2.10431
20150627,28.15,75.69,3.75,294.06,0.47,0.7,55.85,0.0,1.85,-1.99935,0.59545,2.08613
20150628,28.75,73.06,3.13,286.69,0.51,0.66,52.24,0.18,1.85,-2.12442,0.16806,2.13105
20150629,28.67,72.69,2.45,279.44,0.53,0.66,42.01,0.02,1.85,-2.20327,-0.24342,2.21667
20150630,28.72,71.94,2.38,265.88,0.4,0.67,46.92,5.38,1.85,-2.22852,-0.62083,2.31339
20150701,27.69,77.81,1.66,266.5,0.41,0.69,35.68,36.64,1.73,-2.19875,-0.94616,2.39368
20150702,27.19,79.31,2.34,263.38,0.45,0.69,35.62,0.06,1.73,-2.11804,-1.20479,2.43672
20150703,28.5,69.0,3.37,289.38,0.53,0.65,56.3,0.0,1.73,-1.99316,-1.38895,2.42938
20150704,28.76,68.19,4.22,299.06,0.55,0.63,52.69,0.0,1.73,-1.83017,-1.49918,2.36581
20150705,29.01,67.19,4.34,295.06,0.56,0.62,56.12,0.0,1.73,-1.63244,-1.54358,2.24666
20150706,29.22,65.12,4.62,289.12,0.49,0.61,53.93,0.74,1.73,-1.40104,-1.53562,2.07871
20150707,28.62,66.75,4.12,279.25,0.45,0.6,46.15,0.0,1.73,-1.13640,-1.49150,1.87509
20150708,28.87,68.0,3.87,287.25,0.42,0.6,41.1,0.01,1.73,-0.84029,-1.42778,1.65669
20150709,28.96,65.81,5.12,291.94,0.38,0.59,48.37,0.25,1.73,-0.51741,-1.35935,1.45449
20150710,27.9,72.12,3.8,286.62,0.23,0.6,32.15,17.75,1.73,-0.17609,-1.29790,1.30980
20150711,28.94,69.62,3.57,242.62,0.46,0.6,44.38,0.0,1.73,0.17180,-1.25093,1.26267
20150712,29.37,69.5,2.23,219.31,0.55,0.6,44.09,0.0,1.73,0.51168,-1.22122,1.32408
20150713,29.65,69.88,2.22,290.31,0.44,0.59,37.68,16.49,1.73,0.82763,-1.20703,1.46352
20150714,29.35,72.31,2.38,302.38,0.52,0.62,37.7,0.04,1.73,1.10401,-1.20273,1.63261
20150715,29.23,69.56,2.95,272.0,0.54,0.62,40.93,0.53,1.73,1.32710,-1.19996,1.78916
20150716,29.78,64.62,2.92,279.56,0.54,0.59,39.89,0.25,1.73,1.48642,-1.18893,1.90342
20150717,28.97,68.31,3.13,277.5,0.49,0.58,32.84,2.33,1.73,1.57566,-1.16005,1.95664
20150718,27.86,76.75,3.02,286.31,0.45,0.65,36.28,2.85,1.73,1.59305,-1.10529,1.93894
20150719,27.5,76.06,3.88,276.94,0.32,0.66,41.77,3.08,1.73,1.54113,-1.01938,1.84776
20150720,26.84,76.88,4.52,275.88,0.29,0.68,41.51,1.76,1.73,1.42612,-0.90058,1.68667
20150721,27.87,76.81,3.3,276.12,0.39,0.64,47.09,21.89,1.73,1.25709,-0.75084,1.46425
20150722,27.72,80.44,2.95,257.31,0.44,0.76,64.29,19.39,1.73,1.04515,-0.57534,1.19305
20150723,27.64,80.44,2.71,242.19,0.34,0.75,50.76,3.92,1.73,0.80279,-0.38159,0.88887
20150724,26.93,82.38,3.1,233.75,0.48,0.82,53.58,3.04,1.73,0.54338,-0.17814,0.57184
20150725,27.15,80.94,3.05,251.62,0.43,0.74,55.63,0.53,1.73,0.28072,0.02641,0.28196
20150726,26.73,79.0,2.8,238.25,0.53,0.71,47.93,0.03,1.73,0.02841,0.22412,0.22591
20150727,26.4,78.12,2.68,265.06,0.51,0.69,40.64,0.24,1.73,-0.20078,0.40790,0.45463
20150728,27.46,71.06,3.33,257.75,0.54,0.67,66.92,3.0,1.73,-0.39558,0.57148,0.69503
20150729,27.44,71.5,3.63,270.88,0.58,0.65,61.12,0.01,1.73,-0.54681,0.70943,0.89571
20150730,27.43,73.81,3.44,277.31,0.42,0.64,52.47,0.0,1.73,-0.64773,0.81723,1.04279
20150731,27.73,72.62,3.15,295.38,0.52,0.62,51.76,0.48,1.73,-0.69422,0.89141,1.12985
20150801,27.78,72.25,3.07,312.75,0.51,0.62,49.97,0.0,1.92,-0.68583,0.92955,1.15518
20150802,27.66,71.75,3.34,314.81,0.53,0.61,44.74,1.68,1.92,-0.62534,0.93036,1.12099
20150803,26.83,76.06,3.3,299.0,0.38,0.64,39.65,10.94,1.92,-0.51921,0.89356,1.03346
20150804,25.17,84.62,4.23,265.62,0.11,0.78,36.85,55.04,1.92,-0.37737,0.82013,0.90279
20150805,25.58,80.56,4.98,264.31,0.29,0.79,72.35,3.58,1.92,-0.21260,0.71251,0.74355
20150806,24.95,84.38,3.16,266.5,0.24,0.71,36.55,0.09,1.92,-0.03946,0.57502,0.57637
20150807,27.28,78.06,2.53,294.31,0.29,0.7,64.89,0.0,1.92,0.12721,0.41413,0.43322
20150808,27.19,83.38,2.53,304.56,0.34,0.74,57.29,0.29,1.92,0.27376,0.23833,0.36296
20150809,26.97,83.81,2.69,305.19,0.34,0.71,45.67,0.18,1.92,0.38920,0.05776,0.39347
20150810,27.28,83.56,2.28,319.06,0.35,0.73,52.0,56.95,1.92,0.46631,-0.11661,0.48067
20150811,26.86,88.38,1.89,314.0,0.24,0.78,32.57,15.36,1.92,0.50218,-0.27401,0.57207
20150812,25.31,92.0,3.4,276.38,0.3,0.9,35.72,32.21,1.92,0.49830,-0.40496,0.64211
20150813,25.06,90.44,3.81,278.81,0.16,0.87,38.82,4.6,1.92,0.46010,-0.50234,0.68121
20150814,26.0,84.75,2.9,279.12,0.4,0.79,49.97,0.14,1.92,0.39597,-0.56213,0.68759
20150815,26.75,82.94,2.66,278.75,0.5,0.77,58.0,0.0,1.92,0.31611,-0.58377,0.66387
20150816,27.11,81.94,2.18,279.31,0.4,0.75,59.86,1.17,1.92,0.23130,-0.57015,0.61528
20150817,26.39,84.62,1.27,274.75,0.39,0.76,36.42,0.96,1.92,0.15173,-0.52697,0.54838
20150818,27.23,82.31,1.57,240.81,0.38,0.76,58.72,2.45,1.92,0.08623,-0.46186,0.46984
20150819,27.15,85.5,1.44,246.44,0.41,0.78,51.67,7.16,1.92,0.04181,-0.38323,0.38550
20150820,26.19,85.12,1.94,230.12,0.45,0.78,44.82,0.78,1.92,0.02361,-0.29918,0.30011
20150821,26.49,80.56,2.2,283.88,0.51,0.75,61.6,0.0,1.92,0.03488,-0.21689,0.21968
20150822,26.15,81.19,2.42,303.56,0.49,0.73,65.1,0.09,1.92,0.07690,-0.14234,0.16179
20150823,25.99,81.56,2.45,302.25,0.55,0.73,59.89,0.0,1.92,0.14877,-0.08042,0.16912
20150824,26.33,80.56,2.78,309.81,0.59,0.72,66.75,0.0,1.92,0.24700,-0.03502,0.24947
20150825,26.29,80.94,2.86,308.75,0.61,0.7,63.97,0.0,1.92,0.36538,-0.00882,0.36548
20150826,26.68,81.31,2.6,315.88,0.52,0.7,54.34,0.02,1.92,0.49522,-0.00298,0.49523
20150827,26.26,86.0,2.55,309.94,0.3,0.7,36.64,6.14,1.92,0.62605,-0.01656,0.62627
20150828,25.44,91.06,2.52,295.0,0.25,0.75,26.25,24.48,1.92,0.74665,-0.04625,0.74808
20150829,26.36,86.75,3.36,283.81,0.36,0.78,57.76,0.92,1.92,0.84625,-0.08635,0.85065
20150830,26.33,86.31,2.27,292.25,0.3,0.73,39.76,3.73,1.92,0.91559,-0.12918,0.92466
20150831,26.09,85.94,2.26,288.19,0.42,0.73,48.05,1.29,1.92,0.94780,-0.16585,0.96220
20150901,26.2,83.56,2.1,299.56,0.57,0.73,50.35,0.0,2.21,0.93885,-0.18736,0.95736
20150902,27.05,77.94,1.32,309.5,0.53,0.7,56.29,0.0,2.21,0.88763,-0.18577,0.90687
20150903,26.7,80.06,0.66,158.5,0.4,0.7,51.2,1.69,2.21,0.79582,-0.15536,0.81084
20150904,26.61,82.12,0.79,101.31,0.51,0.72,41.42,4.54,2.21,0.66739,-0.09342,0.67390
20150905,28.0,75.31,0.84,220.25,0.53,0.69,58.94,1.4,2.21,0.50825,-0.00075,0.50825
