date,T2M,RH2M,WS2M,WD2M,ALLSKY_KT,GWETTOP,EVLAND,PRECIPITATIONCAL,MEI,PC1,PC2,amplitude
20150101,25.91,52.62,1.18,118.75,0.52,0.2,0.97,0.03,0.23,-1.40015,0.96675,1.70148
20150102,25.3,60.81,2.0,138.69,0.47,0.26,3.74,0.0,0.23,-1.74316,1.00767,2.01346
20150103,23.36,79.56,2.67,225.12,0.24,0.55,25.74,24.49,0.23,-2.03657,1.02990,2.28217
20150104,22.07,73.75,2.25,193.5,0.41,0.59,20.99,0.0,0.23,-2.26712,1.02739,2.48905
20150105,20.24,62.62,2.44,12.06,0.65,0.54,17.25,0.0,0.23,-2.42346,0.99678,2.62044
20150106,18.73,51.25,1.7,15.12,0.72,0.53,17.32,0.0,0.23,-2.49694,0.93809,2.66735
20150107,19.46,47.94,1.27,125.0,0.7,0.52,17.71,0.0,0.23,-2.48277,0.85432,2.62565
20150108,18.79,48.0,1.42,123.81,0.7,0.52,17.23,0.28,0.23,-2.38097,0.74982,2.49625
20150109,17.43,51.0,1.88,98.94,0.72,0.52,15.42,0.0,0.23,-2.19706,0.62845,2.28518
20150110,17.51,48.75,1.45,18.44,0.73,0.51,14.59,0.0,0.23,-1.94189,0.49255,2.00338
20150111,17.44,47.12,1.8,43.69,0.71,0.5,14.31,0.0,0.23,-1.63086,0.34295,1.66653
20150112,18.11,46.0,1.34,44.5,0.72,0.49,13.03,0.0,0.23,-1.28264,0.18002,1.29521
20150113,18.61,44.62,1.34,33.56,0.7,0.48,12.15,0.0,0.23,-0.91755,0.00480,0.91756
20150114,19.73,43.19,1.21,92.62,0.69,0.47,12.28,0.0,0.23,-0.55600,-0.18001,0.58441
20150115,19.71,51.75,1.48,86.25,0.62,0.45,10.67,0.0,0.23,-0.21689,-0.36973,0.42865
20150116,19.58,44.75,1.34,70.25,0.67,0.44,10.76,0.0,0.23,0.08367,-0.55798,0.56422
20150117,19.19,45.5,1.37,40.0,0.66,0.41,9.13,0.0,0.23,0.33330,-0.73739,0.80921
20150118,19.33,47.94,1.38,37.75,0.66,0.4,7.91,0.0,0.23,0.52395,-0.90049,1.04183
20150119,19.44,44.88,1.39,61.56,0.64,0.38,6.99,0.0,0.23,0.65201,-1.04070,1.22808
20150120,20.48,49.38,1.75,110.12,0.55,0.37,5.42,0.0,0.23,0.71811,-1.15300,1.35834
20150121,21.66,54.25,2.31,129.25,0.53,0.36,4.46,0.0,0.23,0.72672,-1.23433,1.43237
20150122,21.84,48.69,2.23,151.69,0.6,0.35,4.48,0.0,0.23,0.68555,-1.28368,1.45527
20150123,22.22,48.69,1.66,117.38,0.63,0.34,4.4,0.0,0.23,0.60477,-1.30201,1.43561
20150124,23.25,47.44,1.58,104.25,0.64,0.33,4.2,0.0,0.23,0.49626,-1.29195,1.38398
20150125,23.44,46.94,2.06,148.75,0.63,0.31,3.37,0.02,0.23,0.37272,-1.25762,1.31169
20150126,23.5,48.5,2.34,151.31,0.59,0.3,3.38,0.18,0.23,0.24675,-1.20429,1.22931
20150127,23.56,48.19,1.98,145.44,0.65,0.3,2.99,0.0,0.23,0.13000,-1.13811,1.14551
20150128,23.75,50.12,1.99,138.0,0.64,0.29,2.68,0.0,0.23,0.03252,-1.06556,1.06605
20150129,23.93,54.69,1.62,115.94,0.6,0.28,2.43,0.0,0.23,-0.03772,-0.99291,0.99363
20150130,23.41,48.44,1.66,62.56,0.56,0.27,2.02,0.0,0.23,-0.07499,-0.92541,0.92845
20150131,23.04,39.56,1.69,35.56,0.62,0.27,2.58,0.0,0.23,-0.07570,-0.86633,0.86963
20150201,22.46,29.94,1.32,79.06,0.64,0.26,2.58,0.0,0.05,-0.03819,-0.81593,0.81682
20150202,23.18,47.44,2.2,134.25,0.55,0.25,1.38,0.0,0.05,0.03720,-0.77046,0.77136
20150203,24.08,51.0,2.0,138.06,0.6,0.25,1.41,0.0,0.05,0.14715,-0.72167,0.73652
20150204,24.48,39.25,1.41,108.56,0.66,0.24,1.7,0.0,0.05,0.28314,-0.65822,0.71653
20150205,24.19,34.25,1.35,118.44,0.64,0.23,1.62,0.0,0.05,0.43011,-0.57089,0.71478
20150206,24.01,39.38,1.66,146.0,0.63,0.23,1.26,0.23,0.05,0.57035,-0.45879,0.73198
20150207,23.91,45.19,2.27,154.94,0.58,0.23,0.94,0.04,0.05,0.69130,-0.32943,0.76578
20150208,24.81,50.75,2.55,161.25,0.59,0.23,0.78,0.05,0.05,0.78879,-0.19255,0.81195
20150209,24.96,44.44,2.2,116.62,0.63,0.22,0.8,0.02,0.05,0.86415,-0.05555,0.86593
20150210,24.77,47.75,1.62,106.5,0.62,0.22,0.74,0.04,0.05,0.92066,0.07677,0.92385
20150211,25.58,47.25,1.41,130.0,0.6,0.22,1.3,0.15,0.05,0.96186,0.20084,0.98261
20150212,25.8,44.12,1.79,168.88,0.64,0.21,1.16,0.15,0.05,0.99111,0.31339,1.03947
20150213,25.71,36.19,1.45,214.5,0.64,0.21,1.22,0.0,0.05,1.01134,0.41103,1.09167
20150214,25.19,25.06,1.65,24.94,0.67,0.2,1.4,0.0,0.05,1.02492,0.49041,1.13621
20150215,26.96,19.31,1.0,64.69,0.7,0.2,1.53,0.0,0.05,1.03339,0.54868,1.17002
20150216,26.98,19.25,1.02,80.62,0.69,0.2,1.34,0.0,0.05,1.03734,0.58411,1.19049
20150217,27.25,19.62,1.16,99.81,0.7,0.19,1.3,0.0,0.05,1.03637,0.59684,1.19594
20150218,26.84,28.0,1.57,203.12,0.66,0.18,0.99,0.0,0.05,1.02925,0.58960,1.18617
20150219,26.59,44.62,2.16,166.31,0.62,0.18,0.67,0.06,0.05,1.01413,0.56841,1.16257
20150220,27.51,40.62,2.01,143.62,0.57,0.18,1.16,0.39,0.05,0.98859,0.54315,1.12798
20150221,28.2,31.06,1.28,73.25,0.61,0.18,0.86,0.0,0.05,0.94920,0.52780,1.08608
20150222,27.76,24.88,1.61,48.75,0.68,0.18,0.88,0.0,0.05,0.89034,0.53847,1.04051
20150223,27.91,25.06,1.28,124.94,0.69,0.17,0.8,0.0,0.05,0.80477,0.58366,0.99414
20150224,27.59,28.19,1.32,153.0,0.68,0.17,0.81,0.0,0.05,0.69399,0.64698,0.94880
20150225,27.31,27.81,1.62,158.38,0.68,0.16,0.85,0.0,0.05,0.57675,0.69879,0.90606
20150226,27.72,23.5,2.75,182.0,0.68,0.16,0.8,0.0,0.05,0.46530,0.73393,0.86900
20150227,27.13,29.88,2.36,192.56,0.68,0.16,0.69,0.0,0.05,0.35370,0.76671,0.84437
20150228,27.71,43.69,3.46,172.75,0.57,0.16,1.33,0.83,0.05,0.23229,0.81092,0.84353
20150301,27.48,49.88,4.08,163.81,0.26,0.28,7.35,3.07,0.13,0.12635,0.86945,0.87859
20150302,26.22,65.94,2.53,167.69,0.45,0.48,21.5,0.9,0.13,-0.01233,0.96283,0.96291
20150303,26.06,59.5,1.85,201.5,0.48,0.48,17.9,0.0,0.13,-0.16228,1.07969,1.09181
20150304,24.19,41.75,2.26,253.44,0.67,0.42,15.26,0.0,0.13,-0.31859,1.21315,1.25429
20150305,25.76,37.12,1.49,40.12,0.64,0.38,12.0,0.0,0.13,-0.47681,1.35300,1.43456
20150306,28.04,45.0,1.36,118.31,0.55,0.34,7.44,0.18,0.13,-0.63392,1.48645,1.61598
20150307,28.93,37.5,0.79,65.94,0.59,0.31,7.24,0.0,0.13,-0.78881,1.59916,1.78313
20150308,29.23,46.69,1.67,149.38,0.57,0.33,8.91,13.59,0.13,-0.94254,1.67623,1.92305
20150309,26.41,66.94,1.38,213.0,0.27,0.59,31.02,5.37,0.13,-1.09805,1.70297,2.02628
20150310,27.51,55.56,1.32,109.94,0.46,0.52,24.44,0.06,0.13,-1.25954,1.66513,2.08784
20150311,27.75,48.88,1.41,68.56,0.63,0.5,22.75,0.04,0.13,-1.43119,1.54777,2.10806
20150312,27.43,50.12,1.7,115.12,0.63,0.48,21.55,0.0,0.13,-1.61435,1.33241,2.09319
20150313,28.21,46.12,1.24,105.25,0.63,0.45,19.31,0.01,0.13,-1.79994,0.99246,2.05543
20150314,28.12,41.94,1.93,156.25,0.66,0.41,15.88,0.0,0.13,-1.94940,0.49708,2.01178
20150315,28.08,38.81,3.36,176.5,0.69,0.38,12.35,0.16,0.13,-1.97629,-0.13918,1.98118
20150316,28.86,39.19,1.85,186.56,0.64,0.34,10.17,0.0,0.13,-1.81721,-0.78490,1.97947
20150317,30.02,38.44,1.17,116.44,0.65,0.32,8.08,0.14,0.13,-1.53338,-1.30564,2.01394
20150318,30.08,39.75,1.55,100.44,0.62,0.3,5.44,0.0,0.13,-1.21584,-1.68811,2.08038
20150319,30.51,33.19,1.71,32.0,0.63,0.28,5.51,0.0,0.13,-0.90709,-1.96584,2.16503
20150320,29.69,33.12,1.27,110.06,0.6,0.27,3.79,0.0,0.13,-0.61989,-2.16247,2.24956
20150321,31.08,29.38,1.21,67.44,0.62,0.26,4.02,0.0,0.13,-0.35714,-2.28845,2.31616
20150322,31.83,24.94,1.18,53.06,0.64,0.24,3.84,0.0,0.13,-0.11866,-2.34771,2.35071
20150323,32.19,22.88,1.2,80.62,0.62,0.23,3.0,0.0,0.13,0.09686,-2.34231,2.34431
20150324,32.84,22.25,1.17,108.0,0.65,0.23,3.04,0.0,0.13,0.29108,-2.27507,2.29362
20150325,31.8,28.94,1.27,104.38,0.66,0.21,2.36,0.0,0.13,0.46544,-2.15072,2.20050
20150326,31.69,36.25,1.98,141.31,0.6,0.21,1.96,0.0,0.13,0.62072,-1.97613,2.07132
20150327,31.37,37.94,2.63,160.5,0.61,0.21,2.72,0.0,0.13,0.75679,-1.76005,1.91586
20150328,31.43,34.44,2.92,160.62,0.63,0.23,3.41,0.02,0.13,0.87233,-1.51243,1.74597
20150329,32.34,35.5,2.56,195.38,0.48,0.22,2.51,0.02,0.13,0.96493,-1.24366,1.57410
20150330,30.24,37.38,2.75,203.12,0.23,0.22,1.89,0.87,0.13,1.03125,-0.96383,1.41154
20150331,30.44,43.19,2.41,175.44,0.59,0.22,1.48,0.0,0.13,1.06724,-0.68221,1.26665
20150401,32.33,38.31,2.16,192.44,0.62,0.21,1.92,0.02,0.35,1.06897,-0.40639,1.14361
20150402,32.98,34.12,2.59,242.31,0.64,0.21,1.85,0.0,0.35,1.03185,-0.14488,1.04197
20150403,33.2,22.44,1.95,245.88,0.66,0.2,2.04,0.0,0.35,0.95327,0.09423,0.95792
20150404,33.12,21.0,1.59,299.62,0.71,0.2,2.03,0.0,0.35,0.83361,0.30185,0.88657
20150405,32.47,20.5,1.22,265.44,0.7,0.19,1.74,0.0,0.35,0.67831,0.46827,0.82424
20150406,33.3,30.12,1.78,191.81,0.64,0.18,2.06,0.0,0.35,0.49947,0.58558,0.76966
20150407,33.45,38.0,3.71,171.38,0.64,0.23,6.09,8.76,0.35,0.31443,0.65182,0.72370
20150408,31.19,40.88,3.3,152.69,0.59,0.34,11.87,0.15,0.35,0.14115,0.67327,0.68791
20150409,31.16,41.19,2.27,186.44,0.64,0.33,7.4,0.0,0.35,-0.00651,0.66269,0.66273
20150410,32.6,35.75,1.99,170.19,0.62,0.3,8.42,2.49,0.35,-0.12067,0.63517,0.64653
20150411,31.01,41.06,1.9,137.25,0.27,0.35,13.33,15.39,0.35,-0.19863,0.60447,0.63627
20150412,27.75,56.5,0.93,102.38,0.19,0.5,22.32,15.49,0.35,-0.24123,0.58124,0.62932
20150413,25.69,67.5,1.75,174.44,0.59,0.62,35.56,3.6,0.35,-0.25173,0.57251,0.62540
20150414,27.26,55.25,1.68,172.94,0.37,0.52,29.45,0.12,0.35,-0.23499,0.58174,0.62740
20150415,28.17,54.0,1.73,133.31,0.66,0.5,26.86,0.01,0.35,-0.19706,0.60927,0.64034
20150416,29.07,55.38,1.2,112.06,0.59,0.48,22.91,0.0,0.35,-0.14479,0.65284,0.66870
20150417,30.47,48.0,1.51,210.12,0.69,0.45,22.98,0.0,0.35,-0.08542,0.70825,0.71338
20150418,32.57,37.12,1.05,150.88,0.7,0.42,22.96,0.0,0.35,-0.02616,0.77007,0.77051
20150419,33.19,36.88,1.45,224.44,0.69,0.38,19.7,0.0,0.35,0.02621,0.83234,0.83275
20150420,33.62,38.69,2.11,181.56,0.7,0.35,15.25,0.0,0.35,0.06578,0.88922,0.89165
20150421,33.92,38.06,2.61,206.88,0.7,0.32,11.19,0.0,0.35,0.08794,0.93548,0.93961
20150422,34.18,36.62,2.8,255.06,0.62,0.3,8.07,8.06,0.35,0.08969,0.96681,0.97097
20150423,34.07,35.25,2.71,253.81,0.63,0.29,7.52,1.08,0.35,0.06996,0.97997,0.98246
20150424,33.58,38.0,2.45,226.56,0.61,0.34,14.55,0.41,0.35,0.02979,0.97278,0.97324
20150425,33.19,41.12,2.62,178.12,0.63,0.32,9.9,0.22,0.35,-0.02761,0.94406,0.94446
20150426,31.73,48.25,3.52,156.19,0.65,0.41,25.51,1.45,0.35,-0.09700,0.89348,0.89873
20150427,32.46,46.56,2.87,194.75,0.66,0.45,28.34,0.0,0.35,-0.17141,0.82154,0.83924
20150428,33.87,38.44,2.84,244.75,0.66,0.38,17.73,0.0,0.35,-0.24274,0.72961,0.76893
20150429,34.45,33.06,1.85,221.44,0.66,0.33,13.0,0.0,0.35,-0.30246,0.62001,0.68985
20150430,34.65,34.31,2.98,222.62,0.63,0.3,7.67,0.0,0.35,-0.34450,0.49631,0.60415
20150501,34.4,33.81,2.09,198.06,0.66,0.27,6.33,0.0,0.96,-0.35892,0.36039,0.50863
20150502,35.08,35.75,2.59,207.88,0.62,0.26,5.42,0.0,0.96,-0.34263,0.21941,0.40686
20150503,34.7,37.5,3.23,166.62,0.61,0.24,3.8,0.67,0.96,-0.29483,0.07871,0.30516
20150504,34.01,42.38,3.34,147.94,0.61,0.23,2.93,0.0,0.96,-0.21829,-0.05705,0.22562
20150505,34.6,36.25,2.21,153.31,0.65,0.23,3.32,0.0,0.96,-0.11896,-0.18444,0.21947
20150506,35.16,33.06,2.48,155.88,0.58,0.22,2.92,0.07,0.96,-0.00516,-0.30126,0.30130
20150507,35.67,31.19,2.17,164.88,0.66,0.21,2.97,0.0,0.96,0.11338,-0.40618,0.42171
20150508,35.94,28.75,2.12,216.69,0.66,0.2,2.48,0.04,0.96,0.22648,-0.49821,0.54728
20150509,35.19,28.62,2.77,199.94,0.56,0.2,1.56,0.1,0.96,0.32444,-0.57626,0.66131
20150510,33.41,36.88,2.3,167.81,0.48,0.19,0.76,0.49,0.96,0.39875,-0.63898,0.75319
20150511,33.84,35.06,2.84,170.06,0.44,0.19,0.89,0.12,0.96,0.44278,-0.68501,0.81566
20150512,34.33,27.5,2.09,246.31,0.59,0.19,1.26,0.0,0.96,0.45215,-0.71345,0.84466
20150513,35.71,27.12,2.62,183.62,0.51,0.18,1.98,0.0,0.96,0.42494,-0.72454,0.83996
20150514,35.08,32.0,1.9,181.56,0.59,0.18,1.4,0.0,0.96,0.36165,-0.72024,0.80594
20150515,34.12,39.62,2.32,202.12,0.53,0.23,5.14,3.08,0.96,0.26514,-0.70438,0.75263
20150516,32.82,47.31,1.76,134.0,0.59,0.35,11.82,0.01,0.96,0.14054,-0.68205,0.69638
20150517,34.19,43.06,2.66,146.75,0.67,0.32,10.16,0.0,0.96,-0.00470,-0.65842,0.65844
20150518,35.87,38.69,2.58,171.19,0.64,0.28,7.43,0.0,0.96,-0.16082,-0.63741,0.65738
20150519,37.69,28.06,3.2,194.94,0.66,0.26,6.31,0.0,0.96,-0.31617,-0.62107,0.69692
20150520,38.3,23.0,3.62,150.19,0.67,0.23,4.85,0.0,0.96,-0.45789,-0.61008,0.76280
20150521,38.83,20.62,2.38,302.81,0.69,0.22,4.14,0.0,0.96,-0.57308,-0.60486,0.83323
20150522,38.96,18.44,3.59,325.81,0.7,0.2,3.41,0.0,0.96,-0.65000,-0.60668,0.88914
20150523,38.49,19.88,4.08,312.62,0.7,0.2,2.46,0.0,0.96,-0.67918,-0.61812,0.91835
20150524,37.35,21.0,4.34,305.5,0.71,0.19,1.95,0.0,0.96,-0.65433,-0.64274,0.91720
20150525,37.42,21.69,3.92,302.44,0.66,0.18,1.48,0.0,0.96,-0.57278,-0.68421,0.89231
20150526,38.38,22.44,4.45,320.25,0.66,0.17,1.49,0.0,0.96,-0.43557,-0.74500,0.86298
20150527,38.21,23.94,3.45,163.0,0.62,0.16,1.15,0.85,0.96,-0.24697,-0.82504,0.86121
20150528,37.22,31.69,2.93,154.31,0.65,0.16,1.12,0.0,0.96,-0.01380,-0.92050,0.92060
20150529,38.05,25.81,2.79,177.12,0.66,0.16,1.56,0.23,0.96,0.25549,-1.02297,1.05439
20150530,37.54,29.5,3.53,250.69,0.64,0.16,0.99,0.0,0.96,0.55119,-1.11936,1.24770
20150531,36.77,30.31,3.77,187.69,0.62,0.16,0.9,0.87,0.96,0.86212,-1.19297,1.47188
20150601,33.65,46.62,3.8,150.5,0.27,0.21,2.39,4.05,1.85,1.17440,-1.22627,1.69793
20150602,34.72,36.75,3.05,150.31,0.59,0.23,4.63,4.69,1.85,1.47017,-1.20531,1.90109
20150603,34.62,40.31,2.56,134.56,0.6,0.24,3.72,0.02,1.85,1.72811,-1.12427,2.06164
20150604,34.02,42.06,2.81,171.19,0.56,0.25,3.44,2.22,1.85,1.92715,-0.98681,2.16511
20150605,32.13,50.88,2.33,215.12,0.55,0.31,7.56,0.08,1.85,2.05160,-0.80246,2.20295
20150606,32.94,48.25,3.27,198.06,0.32,0.32,7.98,0.42,1.85,2.09443,-0.58092,2.17350
20150607,31.95,54.81,3.55,209.06,0.34,0.37,12.07,2.72,1.85,2.05712,-0.32847,2.08318
20150608,31.95,54.56,3.05,217.5,0.52,0.36,11.32,16.98,1.85,1.94772,-0.04807,1.94831
20150609,32.46,49.0,3.57,243.44,0.31,0.34,7.4,2.66,1.85,1.77858,0.25848,1.79726
20150610,34.58,41.88,3.19,279.75,0.61,0.3,7.21,0.0,1.85,1.56440,0.58819,1.67132
20150611,31.66,55.81,2.81,273.38,0.62,0.29,2.34,1.12,1.85,1.32056,0.93527,1.61821
20150612,31.14,57.94,2.4,262.31,0.49,0.33,6.52,7.49,1.85,1.06165,1.29054,1.67111
20150613,29.46,66.25,3.62,242.25,0.53,0.52,26.87,2.25,1.85,0.80025,1.64163,1.82629
20150614,27.96,75.81,2.52,270.81,0.25,0.61,26.04,4.26,1.85,0.54595,1.97382,2.04794
20150615,28.12,74.25,2.62,292.44,0.36,0.65,31.25,17.7,1.85,0.30496,2.27137,2.29175
20150616,28.66,71.0,3.52,299.62,0.26,0.6,29.39,10.98,1.85,0.07998,2.51885,2.52012
20150617,28.17,75.56,3.2,299.5,0.3,0.59,21.91,1.59,1.85,-0.12938,2.70263,2.70573
20150618,28.25,73.75,4.18,292.25,0.4,0.61,30.6,17.27,1.85,-0.32596,2.81205,2.83088
20150619,28.16,73.5,5.49,296.19,0.32,0.62,29.29,10.0,1.85,-0.51409,2.84025,2.88640
20150620,26.74,80.38,5.95,286.25,0.12,0.78,37.0,35.36,1.85,-0.69864,2.78468,2.87098
20150621,26.68,79.88,5.71,261.38,0.16,0.78,43.24,15.86,1.85,-0.88400,2.64707,2.79077
20150622,27.2,72.62,5.43,251.19,0.28,0.69,40.13,4.43,1.85,-1.07318,2.43309,2.65926
20150623,28.64,69.62,4.22,244.81,0.44,0.65,41.44,0.47,1.85,-1.26697,2.15167,2.49698
20150624,29.48,68.25,4.55,249.75,0.4,0.62,45.23,0.04,1.85,-1.46333,1.81408,2.33071
20150625,29.87,65.06,4.83,255.31,0.45,0.61,44.72,0.07,1.85,-1.65698,1.43306,2.19071
20150626,30.01,65.44,4.43,282.0,0.47,0.61,50.83,0.86,1.85,-1.83939,1.02214,2.10431
20150627,29.55,68.75,4.02,292.88,0.48,0.62,46.57,0.13,1.85,-1.99935,0.59545,2.08613
20150628,30.25,67.0,3.07,263.56,0.46,0.59,40.57,0.0,1.85,-2.12442,0.16806,2.13105
20150629,29.78,68.81,2.14,264.62,0.51,0.59,30.52,1.97,1.85,-2.20327,-0.24342,2.21667
20150630,29.87,68.19,2.52,234.31,0.54,0.61,41.93,1.45,1.85,-2.22852,-0.62083,2.31339
20150701,28.75,74.38,1.82,285.5,0.54,0.63,31.28,45.98,1.73,-2.19875,-0.94616,2.39368
20150702,28.93,72.25,2.24,286.0,0.41,0.61,38.97,0.51,1.73,-2.11804,-1.20479,2.43672
20150703,28.71,68.44,2.59,283.94,0.51,0.59,27.51,0.0,1.73,-1.99316,-1.38895,2.42938
20150704,29.83,63.31,3.84,301.69,0.58,0.58,37.8,0.0,1.73,-1.83017,-1.49918,2.36581
20150705,30.26,61.69,4.16,303.5,0.62,0.56,39.57,0.0,1.73,-1.63244,-1.54358,2.24666
20150706,30.79,56.38,5.0,297.25,0.58,0.55,40.88,0.11,1.73,-1.40104,-1.53562,2.07871
20150707,30.25,57.62,4.17,289.0,0.59,0.54,35.9,0.0,1.73,-1.13640,-1.49150,1.87509
20150708,30.27,61.25,3.85,292.5,0.46,0.54,31.03,0.06,1.73,-0.84029,-1.42778,1.65669
20150709,30.72,58.38,4.98,298.62,0.45,0.53,33.99,0.0,1.73,-0.51741,-1.35935,1.45449
20150710,29.26,65.62,3.55,281.62,0.29,0.54,21.03,0.77,1.73,-0.17609,-1.29790,1.30980
20150711,30.42,63.06,3.41,232.12,0.52,0.55,32.61,0.26,1.73,0.17180,-1.25093,1.26267
20150712,30.01,66.81,2.51,217.44,0.57,0.58,36.36,0.02,1.73,0.51168,-1.22122,1.32408
20150713,29.87,69.31,1.93,273.69,0.48,0.55,22.79,3.64,1.73,0.82763,-1.20703,1.46352
20150714,29.56,70.56,2.31,293.06,0.44,0.59,26.52,3.64,1.73,1.10401,-1.20273,1.63261
20150715,28.31,74.31,3.18,269.25,0.53,0.62,26.98,6.4,1.73,1.32710,-1.19996,1.78916
20150716,29.64,64.44,2.89,265.62,0.52,0.56,26.97,0.41,1.73,1.48642,-1.18893,1.90342
20150717,30.54,60.81,3.33,276.69,0.52,0.55,34.21,3.24,1.73,1.57566,-1.16005,1.95664
20150718,28.98,71.25,3.07,241.56,0.48,0.62,34.21,3.27,1.73,1.59305,-1.10529,1.93894
20150719,28.69,72.12,3.14,278.88,0.36,0.61,35.41,1.48,1.73,1.54113,-1.01938,1.84776
20150720,28.53,68.06,4.11,280.62,0.35,0.61,40.55,1.37,1.73,1.42612,-0.90058,1.68667
20150721,28.55,72.62,3.31,272.56,0.47,0.62,37.24,4.96,1.73,1.25709,-0.75084,1.46425
20150722,28.51,75.75,3.07,249.31,0.34,0.69,43.54,2.7,1.73,1.04515,-0.57534,1.19305
20150723,27.95,77.44,2.61,237.06,0.4,0.69,35.97,11.63,1.73,0.80279,-0.38159,0.88887
20150724,27.74,79.0,2.47,236.12,0.55,0.75,46.89,0.62,1.73,0.54338,-0.17814,0.57184
20150725,28.42,71.88,2.81,245.12,0.55,0.65,44.39,1.54,1.73,0.28072,0.02641,0.28196
20150726,27.87,73.88,2.59,240.12,0.52,0.64,40.58,10.99,1.73,0.02841,0.22412,0.22591
20150727,28.83,67.62,2.71,277.94,0.59,0.61,46.73,0.4,1.73,-0.20078,0.40790,0.45463
20150728,29.33,62.38,3.09,276.06,0.62,0.59,50.35,0.1,1.73,-0.39558,0.57148,0.69503
20150729,29.41,62.12,3.36,286.19,0.6,0.58,47.95,0.08,1.73,-0.54681,0.70943,0.89571
20150730,29.35,64.88,3.3,291.88,0.51,0.57,43.22,0.27,1.73,-0.64773,0.81723,1.04279
20150731,29.38,65.62,3.12,300.44,0.52,0.57,36.44,0.0,1.73,-0.69422,0.89141,1.12985
20150801,29.25,66.06,2.82,266.31,0.52,0.56,35.1,0.02,1.92,-0.68583,0.92955,1.15518
20150802,29.08,67.75,2.72,323.44,0.49,0.57,36.03,0.1,1.92,-0.62534,0.93036,1.12099
20150803,28.5,69.06,2.95,308.88,0.45,0.57,32.93,15.57,1.92,-0.51921,0.89356,1.03346
20150804,27.37,72.0,3.64,274.25,0.27,0.59,29.59,0.99,1.92,-0.37737,0.82013,0.90279
20150805,27.96,69.06,3.95,268.38,0.4,0.57,38.51,0.06,1.92,-0.21260,0.71251,0.74355
20150806,27.6,70.12,2.98,284.44,0.26,0.56,32.33,0.22,1.92,-0.03946,0.57502,0.57637
20150807,29.44,67.19,2.68,299.5,0.37,0.56,36.73,0.0,1.92,0.12721,0.41413,0.43322
20150808,28.47,78.19,2.05,303.0,0.23,0.63,36.02,1.73,1.92,0.27376,0.23833,0.36296
20150809,28.4,76.38,2.73,302.19,0.32,0.59,31.03,4.15,1.92,0.38920,0.05776,0.39347
20150810,28.8,76.31,2.22,315.81,0.44,0.62,37.27,7.25,1.92,0.46631,-0.11661,0.48067
20150811,27.75,84.25,2.71,306.31,0.38,0.67,28.25,54.98,1.92,0.50218,-0.27401,0.57207
20150812,25.86,88.38,3.89,279.25,0.27,0.75,29.4,24.47,1.92,0.49830,-0.40496,0.64211
20150813,25.76,85.69,3.75,274.69,0.24,0.7,27.65,0.29,1.92,0.46010,-0.50234,0.68121
20150814,27.96,74.69,2.79,280.44,0.44,0.63,47.15,0.0,1.92,0.39597,-0.56213,0.68759
20150815,28.51,75.44,2.27,289.5,0.52,0.63,46.66,4.39,1.92,0.31611,-0.58377,0.66387
20150816,27.89,79.19,1.78,277.75,0.19,0.64,37.38,1.32,1.92,0.23130,-0.57015,0.61528
20150817,27.76,75.69,1.25,227.5,0.49,0.62,29.15,3.63,1.92,0.15173,-0.52697,0.54838
20150818,28.34,76.5,1.8,211.0,0.44,0.65,42.19,12.89,1.92,0.08623,-0.46186,0.46984
20150819,28.75,77.0,1.71,210.88,0.53,0.64,46.42,12.38,1.92,0.04181,-0.38323,0.38550
20150820,28.34,73.12,1.48,256.38,0.48,0.62,41.07,0.6,1.92,0.02361,-0.29918,0.30011
20150821,27.72,76.62,2.08,273.25,0.45,0.62,37.65,0.11,1.92,0.03488,-0.21689,0.21968
20150822,27.43,75.19,2.64,294.06,0.45,0.61,41.54,5.71,1.92,0.07690,-0.14234,0.16179
20150823,27.98,71.88,2.58,312.38,0.58,0.59,41.49,0.0,1.92,0.14877,-0.08042,0.16912
20150824,28.18,70.44,2.73,316.69,0.58,0.57,39.38,0.0,1.92,0.24700,-0.03502,0.24947
20150825,28.34,70.38,2.96,320.0,0.61,0.56,37.91,0.0,1.92,0.36538,-0.00882,0.36548
20150826,28.12,73.19,2.4,323.5,0.47,0.56,27.74,0.21,1.92,0.49522,-0.00298,0.49523
20150827,27.65,77.31,2.48,297.25,0.34,0.57,23.68,1.96,1.92,0.62605,-0.01656,0.62627
20150828,26.58,84.62,2.41,293.81,0.34,0.62,23.69,4.0,1.92,0.74665,-0.04625,0.74808
20150829,27.49,78.38,3.62,283.69,0.42,0.65,48.6,2.26,1.92,0.84625,-0.08635,0.85065
20150830,27.97,77.44,2.63,300.06,0.41,0.59,32.17,0.22,1.92,0.91559,-0.12918,0.92466
20150831,27.64,78.19,2.45,294.94,0.47,0.59,30.48,0.38,1.92,0.94780,-0.16585,0.96220
20150901,27.99,74.0,2.39,267.06,0.37,0.58,39.0,1.36,2.21,0.93885,-0.18736,0.95736
20150902,28.92,69.5,1.29,220.44,0.48,0.56,34.77,0.07,2.21,0.88763,-0.18577,0.90687
20150903,29.2,70.56,0.92,104.75,0.47,0.57,42.39,6.55,2.21,0.79582,-0.15536,0.81084
20150904,27.98,77.69,0.97,151.38,0.58,0.62,28.68,2.14,2.21,0.66739,-0.09342,0.67390
20150905,28.48,72.19,0.83,227.25,0.55,0.58,27.78,0.0,2.21,0.50825,-0.00075,0.50825
