date,T2M,RH2M,WS2M,WD2M,ALLSKY_KT,GWETTOP,EVLAND,PS,PRECIPITATIONCAL,MEI,PC1,PC2,amplitude
20150101,25.68,52.88,1.06,140.12,0.52,0.19,0.96,97.37,0.0,0.23,-1.40015,0.96675,1.70148
20150102,25.09,62.19,2.21,147.06,0.47,0.22,2.6,97.7,0.0,0.23,-1.74316,1.00767,2.01346
20150103,23.91,76.31,3.16,225.75,0.24,0.41,19.49,97.84,21.73,0.23,-2.03657,1.02990,2.28217
20150104,22.23,72.31,2.39,163.69,0.41,0.49,17.5,98.0,0.0,0.23,-2.26712,1.02739,2.48905
20150105,20.85,60.5,2.64,11.81,0.65,0.45,12.84,98.0,0.0,0.23,-2.42346,0.99678,2.62044
20150106,19.36,45.88,1.96,13.81,0.72,0.42,12.58,97.98,0.0,0.23,-2.49694,0.93809,2.66735
20150107,20.11,41.12,1.48,139.56,0.7,0.4,12.27,97.86,0.0,0.23,-2.48277,0.85432,2.62565
20150108,19.53,40.75,1.59,82.75,0.7,0.38,10.9,97.96,0.0,0.23,-2.38097,0.74982,2.49625
20150109,18.36,42.0,2.2,98.44,0.72,0.37,8.97,98.14,0.0,0.23,-2.19706,0.62845,2.28518
20150110,18.16,40.62,1.71,20.12,0.73,0.35,8.29,98.15,0.0,0.23,-1.94189,0.49255,2.00338
20150111,18.18,38.81,2.09,43.56,0.71,0.34,7.36,98.14,0.0,0.23,-1.63086,0.34295,1.66653
20150112,18.86,38.94,1.52,51.25,0.72,0.33,6.67,98.07,0.0,0.23,-1.28264,0.18002,1.29521
20150113,19.29,36.44,1.5,43.38,0.7,0.31,5.9,97.96,0.0,0.23,-0.91755,0.00480,0.91756
20150114,20.62,38.25,1.3,108.5,0.69,0.3,5.25,97.9,0.0,0.23,-0.55600,-0.18001,0.58441
20150115,20.51,52.31,1.55,96.44,0.62,0.3,3.99,97.95,0.0,0.23,-0.21689,-0.36973,0.42865
20150116,20.58,37.06,1.34,76.44,0.67,0.28,4.46,97.98,0.0,0.23,0.08367,-0.55798,0.56422
20150117,20.0,37.0,1.52,46.44,0.66,0.27,3.57,98.04,0.0,0.23,0.33330,-0.73739,0.80921
20150118,20.19,40.56,1.58,42.56,0.66,0.27,3.04,98.07,0.0,0.23,0.52395,-0.90049,1.04183
20150119,20.27,38.38,1.46,65.62,0.64,0.26,2.76,98.01,0.0,0.23,0.65201,-1.04070,1.22808
20150120,21.01,49.62,1.85,126.38,0.55,0.25,1.74,98.13,0.0,0.23,0.71811,-1.15300,1.35834
20150121,21.73,54.44,2.73,139.81,0.53,0.25,1.62,98.32,0.0,0.23,0.72672,-1.23433,1.43237
20150122,21.57,47.31,2.28,155.06,0.6,0.24,1.83,98.26,0.0,0.23,0.68555,-1.28368,1.45527
20150123,22.08,50.69,1.8,133.5,0.63,0.23,1.77,98.02,0.0,0.23,0.60477,-1.30201,1.43561
20150124,22.94,49.88,1.64,130.75,0.64,0.23,1.74,98.04,0.0,0.23,0.49626,-1.29195,1.38398
20150125,22.89,50.62,2.09,154.69,0.63,0.23,1.41,98.15,0.0,0.23,0.37272,-1.25762,1.31169
20150126,23.15,51.94,2.46,155.88,0.59,0.23,1.53,98.05,0.0,0.23,0.24675,-1.20429,1.22931
20150127,23.17,51.5,2.23,152.69,0.65,0.22,1.38,97.94,0.0,0.23,0.13000,-1.13811,1.14551
20150128,23.47,54.75,2.36,148.25,0.64,0.21,1.23,97.81,0.0,0.23,0.03252,-1.06556,1.06605
20150129,23.87,56.06,1.71,121.06,0.6,0.21,1.16,97.9,0.0,0.23,-0.03772,-0.99291,0.99363
20150130,23.73,50.69,1.66,65.12,0.56,0.21,1.06,98.08,0.0,0.23,-0.07499,-0.92541,0.92845
20150131,23.33,41.38,1.75,44.25,0.62,0.2,1.26,98.09,0.0,0.23,-0.07570,-0.86633,0.86963
20150201,23.01,35.31,1.28,92.5,0.64,0.2,1.36,98.05,0.0,0.05,-0.03819,-0.81593,0.81682
20150202,23.52,53.31,2.5,139.62,0.55,0.2,0.68,98.14,0.0,0.05,0.03720,-0.77046,0.77136
20150203,23.47,53.06,2.09,139.75,0.6,0.2,0.76,98.37,0.0,0.05,0.14715,-0.72167,0.73652
20150204,23.96,45.25,1.55,130.88,0.66,0.19,0.94,98.27,0.0,0.05,0.28314,-0.65822,0.71653
20150205,23.65,39.44,1.55,138.38,0.64,0.19,0.94,98.1,0.0,0.05,0.43011,-0.57089,0.71478
20150206,23.29,45.94,1.86,147.88,0.63,0.19,0.67,98.07,0.0,0.05,0.57035,-0.45879,0.73198
20150207,23.39,50.81,2.41,156.06,0.58,0.18,0.51,98.0,0.0,0.05,0.69130,-0.32943,0.76578
20150208,24.16,54.81,2.73,162.56,0.59,0.18,0.32,97.93,0.0,0.05,0.78879,-0.19255,0.81195
20150209,24.8,47.19,2.38,131.69,0.63,0.18,0.47,97.98,0.0,0.05,0.86415,-0.05555,0.86593
20150210,24.52,51.38,1.84,117.62,0.62,0.18,0.39,98.09,0.0,0.05,0.92066,0.07677,0.92385
20150211,24.98,51.5,1.69,140.0,0.6,0.18,0.61,97.97,0.0,0.05,0.96186,0.20084,0.98261
20150212,25.19,47.19,1.96,166.19,0.64,0.17,0.78,97.84,0.0,0.05,0.99111,0.31339,1.03947
20150213,25.39,43.06,1.61,193.25,0.64,0.17,0.82,97.76,0.0,0.05,1.01134,0.41103,1.09167
20150214,25.1,26.5,1.66,23.94,0.67,0.16,0.96,97.73,0.0,0.05,1.02492,0.49041,1.13621
20150215,26.73,18.19,1.02,50.81,0.7,0.16,1.16,97.7,0.0,0.05,1.03339,0.54868,1.17002
20150216,26.42,24.19,1.17,99.12,0.69,0.16,0.94,97.81,0.0,0.05,1.03734,0.58411,1.19049
20150217,26.8,22.81,1.27,118.06,0.7,0.16,0.96,97.7,0.0,0.05,1.03637,0.59684,1.19594
20150218,26.26,36.75,1.92,193.62,0.66,0.16,0.68,97.58,0.0,0.05,1.02925,0.58960,1.18617
20150219,26.26,48.44,2.42,169.31,0.62,0.15,0.45,97.66,0.0,0.05,1.01413,0.56841,1.16257
20150220,26.92,44.12,2.31,156.94,0.57,0.15,0.61,97.76,0.0,0.05,0.98859,0.54315,1.12798
20150221,27.36,35.19,1.33,88.44,0.61,0.15,0.49,97.83,0.0,0.05,0.94920,0.52780,1.08608
20150222,27.68,24.88,1.53,59.19,0.68,0.15,0.62,97.86,0.0,0.05,0.89034,0.53847,1.04051
20150223,27.21,28.12,1.41,152.19,0.69,0.14,0.55,97.86,0.0,0.05,0.80477,0.58366,0.99414
20150224,26.68,32.69,1.62,167.88,0.68,0.14,0.56,97.72,0.0,0.05,0.69399,0.64698,0.94880
20150225,26.74,30.94,1.78,162.88,0.68,0.14,0.62,97.55,0.0,0.05,0.57675,0.69879,0.90606
20150226,26.85,27.31,2.83,179.06,0.68,0.14,0.58,97.42,0.0,0.05,0.46530,0.73393,0.86900
20150227,26.56,34.12,2.46,185.06,0.68,0.13,0.53,97.46,0.0,0.05,0.35370,0.76671,0.84437
20150228,27.01,48.44,3.63,168.94,0.57,0.14,1.06,97.52,0.14,0.05,0.23229,0.81092,0.84353
20150301,26.76,53.12,4.46,162.06,0.26,0.21,5.17,97.57,1.38,0.13,0.12635,0.86945,0.87859
20150302,26.18,65.88,2.55,178.62,0.45,0.38,16.55,97.69,0.32,0.13,-0.01233,0.96283,0.96291
20150303,26.58,57.0,1.72,197.25,0.48,0.38,12.94,97.64,0.0,0.13,-0.16228,1.07969,1.09181
20150304,24.84,39.81,2.09,241.62,0.67,0.34,10.62,97.69,0.0,0.13,-0.31859,1.21315,1.25429
20150305,26.33,35.62,1.32,55.0,0.64,0.3,8.39,97.77,4.41,0.13,-0.47681,1.35300,1.43456
20150306,28.23,47.94,1.38,138.75,0.55,0.28,4.87,97.87,11.96,0.13,-0.63392,1.48645,1.61598
20150307,29.14,41.38,0.88,122.0,0.59,0.27,5.13,97.78,0.0,0.13,-0.78881,1.59916,1.78313
20150308,28.88,49.94,2.2,158.81,0.57,0.28,8.27,97.82,1.1,0.13,-0.94254,1.67623,1.92305
20150309,26.48,64.75,1.52,152.38,0.27,0.5,31.9,98.03,0.65,0.13,-1.09805,1.70297,2.02628
20150310,27.41,54.75,1.16,31.19,0.46,0.44,20.68,98.0,0.3,0.13,-1.25954,1.66513,2.08784
20150311,27.75,44.5,1.47,101.19,0.63,0.4,17.34,97.97,0.0,0.13,-1.43119,1.54777,2.10806
20150312,27.4,47.75,1.84,128.06,0.63,0.38,13.76,97.99,0.0,0.13,-1.61435,1.33241,2.09319
20150313,28.08,42.75,1.35,128.81,0.63,0.34,11.93,97.89,0.0,0.13,-1.79994,0.99246,2.05543
20150314,27.94,41.0,2.47,164.88,0.66,0.32,9.34,97.9,0.0,0.13,-1.94940,0.49708,2.01178
20150315,27.83,42.0,3.62,175.62,0.69,0.3,7.49,97.85,0.0,0.13,-1.97629,-0.13918,1.98118
20150316,28.51,40.38,2.47,182.38,0.64,0.27,6.27,97.88,0.0,0.13,-1.81721,-0.78490,1.97947
20150317,29.49,40.25,1.26,153.44,0.65,0.26,5.38,97.75,0.0,0.13,-1.53338,-1.30564,2.01394
20150318,30.25,35.38,1.31,164.38,0.62,0.24,3.97,97.59,0.0,0.13,-1.21584,-1.68811,2.08038
20150319,30.65,32.19,1.38,60.25,0.63,0.23,3.64,97.66,0.28,0.13,-0.90709,-1.96584,2.16503
20150320,29.04,34.69,1.01,124.56,0.6,0.22,1.97,97.82,0.0,0.13,-0.61989,-2.16247,2.24956
20150321,30.69,29.56,1.23,93.75,0.62,0.21,2.87,97.84,0.0,0.13,-0.35714,-2.28845,2.31616
20150322,31.76,24.56,1.25,58.81,0.64,0.2,2.8,97.72,0.0,0.13,-0.11866,-2.34771,2.35071
20150323,31.65,24.12,1.43,68.31,0.62,0.2,2.36,97.52,0.0,0.13,0.09686,-2.34231,2.34431
20150324,32.37,23.12,1.31,95.94,0.65,0.19,2.29,97.46,0.0,0.13,0.29108,-2.27507,2.29362
20150325,31.17,35.94,1.66,138.44,0.66,0.18,1.61,97.58,0.0,0.13,0.46544,-2.15072,2.20050
20150326,31.23,39.94,2.45,152.0,0.6,0.17,1.35,97.73,0.0,0.13,0.62072,-1.97613,2.07132
20150327,30.72,40.5,2.66,161.94,0.61,0.17,1.78,97.8,0.0,0.13,0.75679,-1.76005,1.91586
20150328,30.69,37.06,3.04,162.81,0.63,0.18,1.84,97.65,0.0,0.13,0.87233,-1.51243,1.74597
20150329,31.55,39.12,2.77,178.75,0.48,0.17,1.19,97.51,0.0,0.13,0.96493,-1.24366,1.57410
20150330,29.51,41.0,2.65,196.81,0.23,0.17,1.4,97.55,0.48,0.13,1.03125,-0.96383,1.41154
20150331,29.21,49.56,2.42,173.0,0.59,0.18,0.93,97.61,0.15,0.13,1.06724,-0.68221,1.26665
20150401,31.57,40.06,2.27,178.25,0.62,0.18,1.42,97.46,0.0,0.35,1.06897,-0.40639,1.14361
20150402,32.26,40.0,2.8,219.31,0.64,0.18,1.17,97.31,0.0,0.35,1.03185,-0.14488,1.04197
20150403,32.92,27.56,2.04,226.25,0.66,0.17,1.69,97.17,0.0,0.35,0.95327,0.09423,0.95792
20150404,32.95,23.06,1.38,285.19,0.71,0.16,1.72,97.01,0.0,0.35,0.83361,0.30185,0.88657
20150405,32.27,25.12,1.31,239.5,0.7,0.16,1.38,97.14,0.0,0.35,0.67831,0.46827,0.82424
20150406,32.7,37.19,2.81,180.19,0.64,0.16,2.07,97.16,0.14,0.35,0.49947,0.58558,0.76966
20150407,32.55,41.75,4.05,169.5,0.64,0.2,4.46,97.24,0.0,0.35,0.31443,0.65182,0.72370
20150408,30.66,43.75,3.09,149.44,0.59,0.27,7.42,97.48,0.0,0.35,0.14115,0.67327,0.68791
20150409,30.78,43.88,2.17,184.38,0.64,0.27,4.72,97.53,0.01,0.35,-0.00651,0.66269,0.66273
20150410,31.98,35.56,2.41,171.69,0.62,0.24,5.16,97.5,0.86,0.35,-0.12067,0.63517,0.64653
20150411,31.19,38.06,1.62,145.5,0.27,0.27,6.41,97.57,4.1,0.35,-0.19863,0.60447,0.63627
20150412,28.08,50.38,0.91,159.12,0.19,0.38,16.81,97.81,6.09,0.35,-0.24123,0.58124,0.62932
20150413,25.21,66.62,1.83,174.06,0.59,0.56,33.94,97.83,11.66,0.35,-0.25173,0.57251,0.62540
20150414,27.1,53.31,1.87,162.94,0.37,0.46,28.56,97.67,0.72,0.35,-0.23499,0.58174,0.62740
20150415,27.76,54.69,2.08,156.75,0.66,0.44,25.22,97.73,0.0,0.35,-0.19706,0.60927,0.64034
20150416,28.61,55.44,1.54,132.25,0.59,0.42,20.43,97.85,0.0,0.35,-0.14479,0.65284,0.66870
20150417,29.9,49.94,1.62,294.56,0.69,0.4,20.43,97.58,0.0,0.35,-0.08542,0.70825,0.71338
20150418,32.09,36.5,1.06,123.75,0.7,0.38,20.74,97.3,0.0,0.35,-0.02616,0.77007,0.77051
20150419,32.26,41.12,1.81,172.5,0.69,0.35,19.91,97.3,0.0,0.35,0.02621,0.83234,0.83275
20150420,32.56,43.19,2.47,182.69,0.7,0.34,17.35,97.44,0.0,0.35,0.06578,0.88922,0.89165
20150421,32.89,42.06,2.64,196.38,0.7,0.31,13.84,97.4,0.0,0.35,0.08794,0.93548,0.93961
20150422,33.74,40.88,2.33,245.69,0.62,0.3,10.88,97.27,29.76,0.35,0.08969,0.96681,0.97097
20150423,33.34,40.94,2.23,255.0,0.63,0.29,9.94,97.31,3.07,0.35,0.06996,0.97997,0.98246
20150424,32.44,45.06,2.66,210.75,0.61,0.37,23.47,97.34,3.46,0.35,0.02979,0.97278,0.97324
20150425,32.03,46.31,2.83,179.69,0.63,0.34,14.44,97.29,0.0,0.35,-0.02761,0.94406,0.94446
20150426,31.09,50.25,3.48,160.62,0.65,0.36,18.89,97.43,1.21,0.35,-0.09700,0.89348,0.89873
20150427,32.0,47.69,2.98,187.81,0.66,0.37,19.1,97.48,0.0,0.35,-0.17141,0.82154,0.83924
20150428,33.43,40.69,2.81,238.62,0.66,0.32,12.89,97.3,0.0,0.35,-0.24274,0.72961,0.76893
20150429,33.89,37.5,2.24,205.5,0.66,0.28,10.44,97.2,0.0,0.35,-0.30246,0.62001,0.68985
20150430,34.3,36.62,3.05,234.62,0.63,0.26,6.98,97.27,0.0,0.35,-0.34450,0.49631,0.60415
20150501,33.97,38.31,2.28,207.44,0.66,0.24,5.79,97.22,0.0,0.96,-0.35892,0.36039,0.50863
20150502,34.58,38.31,2.68,217.25,0.62,0.23,4.94,97.18,0.16,0.96,-0.34263,0.21941,0.40686
20150503,33.85,41.19,3.44,165.38,0.61,0.22,3.48,97.27,0.0,0.96,-0.29483,0.07871,0.30516
20150504,33.12,45.56,3.46,146.31,0.61,0.21,2.4,97.38,0.0,0.96,-0.21829,-0.05705,0.22562
20150505,33.63,38.81,2.51,156.5,0.65,0.2,3.03,97.35,0.0,0.96,-0.11896,-0.18444,0.21947
20150506,34.27,36.5,2.59,149.0,0.58,0.2,2.73,97.23,1.01,0.96,-0.00516,-0.30126,0.30130
20150507,34.68,34.81,2.41,162.5,0.66,0.19,2.78,97.28,0.0,0.96,0.11338,-0.40618,0.42171
20150508,34.98,32.12,2.02,201.88,0.66,0.19,2.52,97.16,0.0,0.96,0.22648,-0.49821,0.54728
20150509,34.48,32.62,2.72,195.62,0.56,0.18,1.62,97.02,0.01,0.96,0.32444,-0.57626,0.66131
20150510,32.61,41.12,2.27,170.81,0.48,0.17,0.69,97.15,0.04,0.96,0.39875,-0.63898,0.75319
20150511,33.02,38.0,3.07,173.44,0.44,0.17,0.65,97.29,0.07,0.96,0.44278,-0.68501,0.81566
20150512,33.76,25.12,2.04,220.31,0.59,0.17,1.62,97.31,0.0,0.96,0.45215,-0.71345,0.84466
20150513,34.69,30.5,2.99,181.0,0.51,0.16,1.9,97.22,0.03,0.96,0.42494,-0.72454,0.83996
20150514,33.93,34.31,1.92,171.75,0.59,0.16,1.18,97.33,0.08,0.96,0.36165,-0.72024,0.80594
20150515,33.76,40.25,2.38,181.38,0.53,0.22,5.84,97.37,2.94,0.96,0.26514,-0.70438,0.75263
20150516,32.26,48.31,1.7,130.38,0.59,0.32,11.07,97.21,0.0,0.96,0.14054,-0.68205,0.69638
20150517,33.35,45.5,2.81,122.25,0.67,0.29,9.81,96.98,0.0,0.96,-0.00470,-0.65842,0.65844
20150518,35.17,40.38,2.62,180.69,0.64,0.26,7.3,96.89,0.0,0.96,-0.16082,-0.63741,0.65738
20150519,37.04,31.0,3.17,207.19,0.66,0.23,5.91,96.83,0.0,0.96,-0.31617,-0.62107,0.69692
20150520,37.76,24.56,3.92,163.25,0.67,0.21,4.64,96.79,0.0,0.96,-0.45789,-0.61008,0.76280
20150521,38.35,22.38,2.11,228.88,0.69,0.2,3.95,96.83,0.0,0.96,-0.57308,-0.60486,0.83323
20150522,38.5,19.75,3.3,325.25,0.7,0.19,3.11,96.76,0.0,0.96,-0.65000,-0.60668,0.88914
20150523,37.97,21.69,3.74,302.94,0.7,0.17,2.16,96.76,0.0,0.96,-0.67918,-0.61812,0.91835
20150524,37.05,22.88,4.51,306.88,0.71,0.16,1.77,96.9,0.0,0.96,-0.65433,-0.64274,0.91720
20150525,36.98,22.06,3.96,305.38,0.66,0.16,1.41,96.9,0.03,0.96,-0.57278,-0.68421,0.89231
20150526,37.8,22.12,4.52,320.19,0.66,0.16,1.37,96.88,0.0,0.96,-0.43557,-0.74500,0.86298
20150527,37.33,26.81,3.96,162.38,0.62,0.15,1.0,96.89,0.02,0.96,-0.24697,-0.82504,0.86121
20150528,36.0,36.25,2.88,143.44,0.65,0.15,1.07,96.84,0.0,0.96,-0.01380,-0.92050,0.92060
20150529,37.09,28.25,3.16,177.38,0.66,0.15,1.33,96.84,0.0,0.96,0.25549,-1.02297,1.05439
20150530,35.53,34.62,3.41,250.62,0.64,0.15,0.58,96.96,0.0,0.96,0.55119,-1.11936,1.24770
20150531,35.17,36.0,3.77,192.81,0.62,0.15,0.73,96.85,0.0,0.96,0.86212,-1.19297,1.47188
20150601,32.73,48.56,3.55,160.38,0.27,0.18,1.67,96.91,6.74,1.85,1.17440,-1.22627,1.69793
20150602,33.61,39.94,2.92,161.81,0.59,0.21,3.92,96.97,0.0,1.85,1.47017,-1.20531,1.90109
20150603,33.23,45.62,2.8,139.0,0.6,0.23,3.69,96.99,0.0,1.85,1.72811,-1.12427,2.06164
20150604,32.59,47.69,2.72,169.0,0.56,0.27,5.37,97.04,0.23,1.85,1.92715,-0.98681,2.16511
20150605,30.37,59.75,2.13,179.69,0.55,0.41,16.32,97.17,0.47,1.85,2.05160,-0.80246,2.20295
20150606,31.19,56.31,3.07,206.5,0.32,0.4,16.23,97.0,3.56,1.85,2.09443,-0.58092,2.17350
20150607,29.83,64.19,3.25,212.81,0.34,0.45,20.06,97.02,11.53,1.85,2.05712,-0.32847,2.08318
20150608,30.25,61.12,2.95,224.25,0.52,0.41,17.53,97.09,5.01,1.85,1.94772,-0.04807,1.94831
20150609,30.35,56.69,3.16,239.19,0.31,0.38,11.97,97.13,5.76,1.85,1.77858,0.25848,1.79726
20150610,33.17,47.12,3.26,279.62,0.61,0.35,14.23,96.93,0.0,1.85,1.56440,0.58819,1.67132
20150611,30.8,58.12,2.84,306.5,0.62,0.33,5.52,96.97,1.86,1.85,1.32056,0.93527,1.61821
20150612,30.19,61.38,2.26,263.5,0.49,0.4,14.12,97.02,1.45,1.85,1.06165,1.29054,1.67111
20150613,29.12,67.38,3.3,238.31,0.53,0.52,33.03,96.94,8.8,1.85,0.80025,1.64163,1.82629
20150614,27.65,76.12,2.26,271.88,0.25,0.55,25.89,96.91,10.23,1.85,0.54595,1.97382,2.04794
20150615,27.76,73.81,2.69,295.5,0.36,0.55,27.82,96.87,4.23,1.85,0.30496,2.27137,2.29175
20150616,28.08,69.94,3.7,293.94,0.26,0.51,24.19,96.8,11.72,1.85,0.07998,2.51885,2.52012
20150617,27.53,74.94,3.61,297.75,0.3,0.51,19.13,96.69,2.07,1.85,-0.12938,2.70263,2.70573
20150618,27.76,71.38,4.54,287.56,0.4,0.52,25.66,96.61,20.34,1.85,-0.32596,2.81205,2.83088
20150619,27.93,69.19,6.5,295.44,0.32,0.53,27.04,96.53,5.87,1.85,-0.51409,2.84025,2.88640
20150620,26.13,78.5,6.73,273.75,0.12,0.72,34.74,96.41,49.3,1.85,-0.69864,2.78468,2.87098
20150621,26.69,76.12,6.47,259.31,0.16,0.68,39.82,96.41,9.15,1.85,-0.88400,2.64707,2.79077
20150622,27.38,68.56,6.0,252.75,0.28,0.59,37.01,96.59,2.85,1.85,-1.07318,2.43309,2.65926
20150623,29.02,65.75,4.8,246.88,0.44,0.54,38.09,96.77,0.6,1.85,-1.26697,2.15167,2.49698
20150624,29.8,64.62,5.05,249.94,0.4,0.52,36.33,96.85,0.01,1.85,-1.46333,1.81408,2.33071
20150625,30.49,59.81,5.44,254.38,0.45,0.5,38.87,96.78,0.0,1.85,-1.65698,1.43306,2.19071
20150626,30.37,61.19,4.91,278.94,0.47,0.5,39.74,96.74,1.85,1.85,-1.83939,1.02214,2.10431
20150627,29.9,63.62,4.34,297.25,0.48,0.5,36.76,96.82,0.01,1.85,-1.99935,0.59545,2.08613
20150628,30.41,63.25,3.04,223.88,0.46,0.49,31.22,97.06,0.01,1.85,-2.12442,0.16806,2.13105
20150629,29.96,65.06,2.13,239.88,0.51,0.48,24.46,97.2,2.17,1.85,-2.20327,-0.24342,2.21667
20150630,30.24,63.12,2.61,238.12,0.54,0.5,33.38,97.16,11.01,1.85,-2.22852,-0.62083,2.31339
20150701,29.01,69.25,2.34,224.06,0.54,0.52,28.54,97.25,36.45,1.73,-2.19875,-0.94616,2.39368
20150702,29.13,68.88,2.27,293.69,0.41,0.52,32.7,97.29,0.24,1.73,-2.11804,-1.20479,2.43672
20150703,28.8,65.81,2.63,289.19,0.51,0.5,21.37,97.23,0.0,1.73,-1.99316,-1.38895,2.42938
20150704,30.08,58.62,4.04,304.25,0.58,0.48,30.87,97.12,0.0,1.73,-1.83017,-1.49918,2.36581
20150705,30.53,57.38,4.52,307.12,0.62,0.47,31.53,96.97,0.0,1.73,-1.63244,-1.54358,2.24666
20150706,30.98,52.12,5.16,298.06,0.58,0.46,32.17,96.86,1.31,1.73,-1.40104,-1.53562,2.07871
20150707,30.5,53.25,4.35,289.25,0.59,0.45,28.87,96.79,0.0,1.73,-1.13640,-1.49150,1.87509
20150708,30.75,57.12,4.0,290.56,0.46,0.45,26.61,96.85,0.0,1.73,-0.84029,-1.42778,1.65669
20150709,30.83,55.25,5.1,300.31,0.45,0.45,26.3,96.87,0.11,1.73,-0.51741,-1.35935,1.45449
20150710,29.55,60.94,3.88,283.94,0.29,0.46,18.58,96.7,0.67,1.73,-0.17609,-1.29790,1.30980
20150711,30.71,58.75,3.45,285.19,0.52,0.47,27.68,96.74,0.04,1.73,0.17180,-1.25093,1.26267
20150712,30.35,61.44,2.8,219.5,0.57,0.48,31.82,96.93,0.01,1.73,0.51168,-1.22122,1.32408
20150713,29.46,67.0,2.22,276.56,0.48,0.46,16.72,96.98,13.75,1.73,0.82763,-1.20703,1.46352
20150714,29.0,70.06,2.48,292.69,0.44,0.54,24.08,96.85,10.67,1.73,1.10401,-1.20273,1.63261
20150715,27.65,76.12,3.27,275.5,0.53,0.55,22.71,96.71,4.65,1.73,1.32710,-1.19996,1.78916
20150716,29.41,63.0,3.09,271.44,0.52,0.49,23.44,96.54,0.18,1.73,1.48642,-1.18893,1.90342
20150717,30.67,57.31,3.76,272.75,0.52,0.46,31.4,96.59,0.01,1.73,1.57566,-1.16005,1.95664
20150718,29.73,65.5,3.41,269.38,0.48,0.5,32.7,96.72,0.59,1.73,1.59305,-1.10529,1.93894
20150719,28.94,68.75,3.37,281.5,0.36,0.52,31.42,96.69,0.29,1.73,1.54113,-1.01938,1.84776
20150720,29.14,63.06,4.27,282.56,0.35,0.49,32.11,96.67,0.49,1.73,1.42612,-0.90058,1.68667
20150721,28.67,69.12,3.23,273.94,0.47,0.52,29.29,96.69,0.53,1.73,1.25709,-0.75084,1.46425
20150722,28.55,72.06,3.34,248.0,0.34,0.55,34.37,96.81,1.99,1.73,1.04515,-0.57534,1.19305
20150723,28.15,73.12,2.93,237.06,0.4,0.56,32.2,96.92,15.32,1.73,0.80279,-0.38159,0.88887
20150724,28.03,74.5,2.55,238.94,0.55,0.6,37.59,97.09,0.26,1.73,0.54338,-0.17814,0.57184
20150725,29.01,63.88,3.3,249.19,0.55,0.51,34.71,97.0,11.93,1.73,0.28072,0.02641,0.28196
20150726,28.14,68.44,2.98,245.5,0.52,0.52,29.82,97.06,10.25,1.73,0.02841,0.22412,0.22591
20150727,29.31,62.0,2.9,270.44,0.59,0.48,31.52,97.17,0.1,1.73,-0.20078,0.40790,0.45463
20150728,30.15,54.94,3.46,272.5,0.62,0.47,34.57,97.17,0.04,1.73,-0.39558,0.57148,0.69503
20150729,30.06,56.12,3.59,284.75,0.6,0.46,31.37,97.1,0.11,1.73,-0.54681,0.70943,0.89571
20150730,29.99,58.31,3.55,291.5,0.51,0.46,30.57,97.12,0.02,1.73,-0.64773,0.81723,1.04279
20150731,29.62,61.62,3.16,287.12,0.52,0.47,25.4,97.12,0.0,1.73,-0.69422,0.89141,1.12985
20150801,29.28,62.88,2.89,254.94,0.52,0.47,23.24,97.24,0.56,1.92,-0.68583,0.92955,1.15518
20150802,28.74,67.62,2.34,313.12,0.49,0.49,24.99,97.24,0.53,1.92,-0.62534,0.93036,1.12099
20150803,28.76,65.88,2.95,315.44,0.45,0.49,28.9,97.1,0.96,1.92,-0.51921,0.89356,1.03346
20150804,28.07,66.81,3.65,281.88,0.27,0.49,27.1,96.99,0.23,1.92,-0.37737,0.82013,0.90279
20150805,28.51,63.44,4.04,273.06,0.4,0.47,28.87,96.92,0.0,1.92,-0.21260,0.71251,0.74355
20150806,28.22,65.12,3.12,295.94,0.26,0.47,27.98,96.91,0.03,1.92,-0.03946,0.57502,0.57637
20150807,29.53,63.19,2.83,301.06,0.37,0.46,26.07,96.87,0.14,1.92,0.12721,0.41413,0.43322
20150808,28.42,75.44,2.02,302.06,0.23,0.51,26.65,96.88,0.55,1.92,0.27376,0.23833,0.36296
20150809,28.69,71.88,2.89,303.0,0.32,0.48,24.57,96.72,9.76,1.92,0.38920,0.05776,0.39347
20150810,28.96,73.31,2.29,315.81,0.44,0.52,32.28,96.7,11.2,1.92,0.46631,-0.11661,0.48067
20150811,27.25,83.94,2.98,300.69,0.38,0.56,20.51,96.87,26.73,1.92,0.50218,-0.27401,0.57207
20150812,25.86,84.75,3.82,281.06,0.27,0.63,26.95,96.96,27.21,1.92,0.49830,-0.40496,0.64211
20150813,25.9,80.88,3.88,278.62,0.24,0.56,21.93,96.94,0.35,1.92,0.46010,-0.50234,0.68121
20150814,28.76,67.31,2.92,285.5,0.44,0.5,36.13,96.98,0.43,1.92,0.39597,-0.56213,0.68759
20150815,29.12,70.5,2.35,295.81,0.52,0.53,38.01,97.1,0.94,1.92,0.31611,-0.58377,0.66387
20150816,27.86,77.69,1.68,282.44,0.19,0.55,26.8,97.25,6.97,1.92,0.23130,-0.57015,0.61528
20150817,27.85,72.69,1.66,216.44,0.49,0.51,22.63,97.23,12.44,1.92,0.15173,-0.52697,0.54838
20150818,28.16,74.25,2.13,202.12,0.44,0.52,28.37,97.34,1.15,1.92,0.08623,-0.46186,0.46984
20150819,28.73,74.62,2.03,184.25,0.53,0.53,35.5,97.42,2.31,1.92,0.04181,-0.38323,0.38550
20150820,28.86,69.19,1.12,231.31,0.48,0.51,33.48,97.41,1.39,1.92,0.02361,-0.29918,0.30011
